,Comentarios,Depresivo,TweetPre,Idioma
3840,"⠀
⠀
Su enfermedad era terminal,
él tenía varias teorías acerca
de esta, una de ellas era que
el poder que ha adquirido 
desde que se volvió hechicero
de las artes místicas, ha gastado
su vida. 
⠀
⠀",0,enfermedad terminal tenia varias teorias acerca poder adquirido volvio hechicero artes misticas gastado vida,es
3841,"@pedroferriz3 A quien le hablas estupido, quien lo tiene que superar eres tú?",0,hablas estupido superar,es
3843,Yo no me enojo si me dicen que mi novio les responde las historias es más seamos amigas!,0,enojo si dicen novio responde historias ma amigas,es
3844,@RENZ01976 Buenas noches 😀💫,0,buenas noches,es
3845,"los baños públicos deberían convertirse en baños para orinar o defecar
los de hombre en baños para orinar xq ya hay urinales instalados y de mujeres en los de cagar pq si hay un accidente tiene espejos, mesadas + amplias para poner productos de limpieza y suelen ser más limpios",0,banos publicos deberian convertirse banos orinar defecar hombre banos orinar xq urinales instalados mujeres cagar pq si accidente espejos mesadas amplias poner productos limpieza suelen ser ma limpios,es
3846,@carmentm4_ @mariaalmenta Esq eladio es el mejor,0,esq eladio mejor,es
3850,@dhernandezlarez @vladimirpadrino @REDI__ORIENTAL @REDILosANDES_ @REDICentral_ @Redi_andes @venezuelaazul9 @Guayana_Invicta @Redi_Capital2 @REDI_llanos002 @REDI_OCC Venezuela se respeta,0,venezuela respeta,es
3851,"@AHWhiteC El Sr es comunista, eso. Acabar con quien produce riqueza, con su ideología de Decrecer, empobrecer al que tiene, para así, todos pobres. Mentalidad de pobreza es ser comunistas.",0,sr comunista acabar produce riqueza ideologia decrecer empobrecer asi pobres mentalidad pobreza ser comunistas,es
3852,"✍️El presidente municipal de @CuautlancinGob @Filo_Sarmiento , hizo entrega de la ampliación del panteón y la capilla de la junta auxiliar de San Lorenzo Almecatla.

https://t.co/rADuNS6Dcd",0,presidente municipal hizo entrega ampliacion panteon capilla junta auxiliar san lorenzo almecatla,es
3853,Dejemos de echar las culpas a los árbitros y veamos la actitud  de algunos futbolistas del Betis el domingo y hoy,0,dejemos echar culpas arbitros veamos actitud futbolistas betis domingo hoy,es
3854,2 semanas con un pvto herpes en la nariz me voy a soecedar,0,semanas pvto herpes nariz voy soecedar,es
3855,"@FedericoArreola Gracias por tu preocupación, pero no te molestes no harás falta alguna.",0,gracias preocupacion molestes haras falta alguna,es
3856,@PrepucioFetido Y quién es el papá? 🤣,0,papa,es
3857,"@CabSinEspada @H_delacosta Más alto se puede decir,más claro difícilmente! La indignación también va por modas siempre y cuando el foco ilumine al producto. La polémica vende.",0,ma alto puede decir ma claro dificilmente indignacion tambien va modas siempre foco ilumine producto polemica vende,es
3859,@Airamrn_03 @JMtupadre De que equipo eres,0,equipo,es
3860,@DomUgas @segun_yo Jajaja de seguro que sí 🤭🤣🤣🤣,0,seguro si,es
3863,"@isaacleonardov @Walo_1901 Claro soy feo, algún problema, triste acomplejado que no eres capaz de poner tu foto  y te escondes en un logo.",0,claro feo algun problema triste acomplejado capaz poner foto escondes logo,es
3864,"@juliovilchez82 @elfrakh Exacto, 100%. Para poner la otra mejilla los webones.",0,exacto poner mejilla webones,es
3865,"Laura Rizzotto , Alfred García...bonitos momentos previos a Eurovisión 🎶🎶💙 https://t.co/Cru50T8Mc4",0,laura rizzotto alfred garcia bonito momentos previos eurovision,es
3869,"Hasta cuando el cuento del “Bloquéo”? La dictadura cubana quiere créditos y accesos a moneda dura para NUNCA va a pagar. No hace elecciones LIBRES, sigue reprimiendo por pensar diferente y le muestra a los extranjeros un país QUE NO EXISTE! https://t.co/XieUyzzo6f",0,cuento bloqueo dictadura cubana quiere creditos accesos moneda dura nunca va pagar hace elecciones libres sigue reprimiendo pensar diferente muestra extranjeros pais existe,es
3871,@gabicerru desbloqueaste un nivel de hija putez desconocido! https://t.co/WXc1zmhqt4,0,desbloqueaste nivel hija putez desconocido,es
3872,"@Ladivaloc Si, esto es muy triste",0,si triste,es
3875,@laurenxburch Que hermosa niña 😘😍😍🥰 https://t.co/GNSEVVcxeG,0,hermosa nina,es
3876,Pero no confirmaron la lista todavía https://t.co/i5FNyJAnEM,0,confirmaron lista todavia,es
3877,@MaPiLibre @APACHE_EC @FiscaliaEcuador Entonces la foto que habría que publicar es la del(a) fiscal.,0,entonces foto habria publicar fiscal,es
3878,m kero pitiar a las q están haciendo fila 😍,0,m kero pitiar q estan haciendo filum,es
3879,"Yo planeaba llegar soltera a 2023, pero creo que no 😬",0,planeaba llegar soltera creo,es
3880,"Mi abuela me compro semillas para hacer una tarea y saben estaba justo por twittear algo de que me sentia mal y me apareció la foto cuando puse para escribir y se me paso
Psiquis: 0
Abuela: 1",0,abuela compro semillas hacer tarea saben justo twittear sentia mal aparecio foto puse escribir paso psiquis abuela,es
3881,El fútbol no puede ser más homoerotico me hace mucha gracia https://t.co/MROZ86r2IG,0,futbol puede ser ma homoerotico hace mucha gracia,es
3882,"Cubrí 3 y rescate 2, ya no estoy disponible en el trabajo alv.",0,cubri rescate disponible trabajo alv,es
3884,"@nuriapiera Y quien es ese? Porque debemos obedecerlo? Cuando USA y otros más lo hagan, tal vez",0,debemos obedecerlo usa ma hagan tal vez,es
3885,"‘El Detective (feat. Armando ""Mandy"" Cantero)’ de Estrellas de Envidia está en #SoundCloud https://t.co/7D0sKYJYs1",0,detective feat armando mandy cantero estrellas envidia soundcloud,es
3886,Ojalá hubiera trabajo así con los tuzos 🥲💙 https://t.co/E4ByQ5pDe7,0,ojala trabajo asi tuzos,es
3887,"Cuando por fin entendiste que yo no era como el resto.
Para mí tu ya eras del montón 🤗",0,fin entendiste resto monton,es
3888,Q colectivo verga,0,q colectivo verga,es
3889,"Lo del climático es una ?????

 https://t.co/pPKzIFLuFW",0,climatico,es
3891,@Chamartin4ever Te explicas muy bien.,0,explicas bien,es
3893,"Mi deseo de navidad es volver a ser la de antes, la fuerte, la que le veía lo positivo a todo, la alegre, la risueña, la que amaba cada día nuevo, a la que le gustaba salir y sobretodo compartir; tan solo quiero que deje de doler tanto el pecho y encontrar las ganas de continuar.",0,deseo navidad volver ser fuerte veia positivo alegre risuena amaba cada dia nuevo gustaba salir sobretodo compartir tan solo quiero deje doler pecho encontrar ganas continuar,es
3894,@escovargabriela Malvada!! Jajaja qué divinura!,0,malvada divinura,es
3896,"@prfraat no, sos vos aceptalo",0,so vos aceptalo,es
3897,@HinokiKinoki el capital golondrino debería ser eterno! wwuuuu,0,capital golondrino deberia ser eterno wwuuu,es
3898,@2docmdtemerida Venezuela imparable,0,venezuela imparable,es
3899,"@criistyrdz Tienes todo para una gran rutina de comedia: lectura de tarot, audio de trabajo, una gata, una hermana, y caca. Ya lo vi como un especial en Netflix 🐿🤣",0,gran rutina comedia lectura tarot audio trabajo gata hermana caca vi especial netflix,es
3900,@RMBaloncesto @23Llull El número uno,0,numero,es
3903,@AdrianDMM que haces para tener ese mostro y para que lo usas xd,0,haces tener mostro usa xd,es
3904,@SilvanaPoveda1 Ese sarcasmo es mejor que el de Juanpis,0,sarcasmo mejor juanpis,es
3907,Trick question me siento de 5 formas distintas https://t.co/C78wFIuGGI,0,trick question siento formas distintas,es
3908,"@Maradel93574944 @nonita_senorita @gdt_santi @_JoseMillan_ @maria6tata @RosP7821 @aliki80 @Murphy8816 @mulhersonhador Lo sé. Pero es el las gracioso😂😂😂😂😂
Además eso denota el buen gusto que tenemos https://t.co/ftMIm78sTp",0,gracioso ademas denota buen gusto,es
3909,"son mejores? si, son como yo? no.",0,mejores si,es
3912,😋 ser agradecidos 🙏🏻  con los alimentos y de quien los prepara 🙏🏻😋 https://t.co/zTz1aDVZjn,0,ser agradecidos alimentos prepara,es
3913,"@NachoRgz We, que pedo con tanto odio, al chile si no te gusta que te valga madres. Igual al perro anciano de palacio, rencoroso y mamador.",0,we pedo odio chile si gusta valga madres igual perro anciano palacio rencoroso mamador,es
3916,@KingsLeague @gerardromero @JijantesFC Espero celebración con la jaca,0,espero celebracion jaca,es
3917,@iratxelopxz los azules sobretodo,0,azules sobretodo,es
3918,@LiliramosLanus1 @alecal051 Basta ya no tiene límites,0,basta limites,es
3920,"@abeelrodriguez_ @cortes__mauro Acabasme de dar a idea, tocame cambiar foto de perfil https://t.co/jYZryJhCXh",0,acabasme dar idea tocame cambiar foto perfil,es
3921,"Innegable el parecido con lo acontecido con el abogado Hugo Gutierrez. No importa el color que tenga el lobo, si es suficientemente poderoso y no se le quiere atrapar, no hay mucho que hacer. Lamentable. https://t.co/GJFgM50daY",0,innegable parecido acontecido abogado hugo gutierrez importa color lobo si suficientemente poderoso quiere atrapar hacer lamentable,es
3922,"@elena_alcina Ah, vale, ya lo he entendido. Lo que pertenece al intervalo no es u, sino f(u). Entonces no es axioma.",0,ah vale entendido pertenece intervalo u sino f u entonces axioma,es
3923,@pacotgplus No me creo nada. Ese no es el collar del perro.,0,creo collar perro,es
3926,"@gh2022ok Jajajajaja Juan quiere ir a placa porque se tiene confianza juaaaaa.... 
Ey cambien de camara no lo corten ... No los quiero ver a estos",0,juan quiere ir placa confianza juaaa ey cambien camara corten quiero ver,es
3927,@iUsedToBeADuck Caldo de grelos!,0,caldo grelos,es
3928,Altas ganas de hacer un tatuaje en la mitad de las tetas,0,altas ganas hacer tatuaje mitad tetas,es
3929,@KalEl7612 @luzelenachavez8 @CiroGomezL @econokafka @acostanaranjo @rivapa @hdemauleon @Rafaflores69 @NetflixLAT Xacto!,0,xacto,es
3930,@yesica_mnn Ni me di cuenta JAJAJAJAA un día sos joven y al otro... 🌸🌹🌺🌻,0,di cuenta dia so joven,es
3931,"@Kogai4 pues la verdad es que sí, nunca he tenido que pedirle nada porque se entrega a full y yo me siento super segura🥺es cierto que toda la inseguridad viene de mí y él no tiene nada que ver",0,pues verdad si nunca pedirle entrega full siento super segura cierto toda inseguridad viene ver,es
3932,"@Agencia_Andina Todos los integrantes de una cooperativa son socios. Empresarios formales que al mismo tiempo están en la planilla de trabajadores de esa nueva empresa. Ergo, el industrial contrata a la cooperativa no a un Services que gana por cada trabajador hasta 150%. Agro exportación...",0,integrantes cooperativa socios empresarios formales mismo tiempo estan planilla trabajadores nueva empresa ergo industrial contrata cooperativa service gana cada trabajador agro exportacion,es
3933,Pocas cosas me gustarían más que Kathleen Martinez encuentre a Cleopatra.,0,pocas cosas gustarian ma kathleen martinez encuentre cleopatra,es
3934,"@Alego20_sc5 Espera, ¡¿acabas de argumentar, de manera indirecta, que la tierra es plana porque así es representada en las religiones?!",0,espera acabas argumentar manera indirecta tierra plana asi representada religiones,es
3935,@PabloCamPiq @Correos @elpce @CongresoEscucha Es cierto mataron millones de nazis,0,cierto mataron millones nazi,es
3936,@BienestarYM Gracias,0,gracias,es
3937,"@Lxght_hxn @myglosshy Siii. Algunas dicen que con que salga la confirmación de voto ya cuenta, igual hay que dejar todo lo que se pueda. Ah y si usas wifi y luego te sale que ya excediste el límite para votar intenta con paquetes de datos de tu CEL u otra señal de Wifi. Jeje",0,siii dicen salga confirmacion voto cuenta igual dejar pueda ah si usa wifi luego sale excediste limite votar intenta paquetes datos cel u senal wifi jeje,es
3938,@AhoraSoyJen Puro aire les echa uno XD,0,puro aire echa xd,es
3939,"A 15 años del estreno de Encantada, el tráiler oficial de la secuela llego para emocionarnos. 🤩

https://t.co/oxlHB4LjC9",0,ano estreno encantada trailer oficial secuela llego emocionarnos,es
3940,"@AntonioMautor En un país normal; ni siquiera hubiera podido presentar una candidatura en un partido que dice  ser ""constitucional"" (en un país normal ya estaría desarticulada la banda del PP)",0,pais normal siquiera podido presentar candidatura partido dice ser constitucional pais normal estaria desarticulada banda pp,es
3941,"@eedugr @primolouis @soyladeltango @rquiroga777 Mi hermano en su adolescencia tuvo una novia cordobesa. En una reunión familiar, la piba -hablando de otra persona-, tiró: ""tiene más agachadas que japonés con visitas"" 😮😂",0,hermano adolescencia novia cordobesa reunion familiar piba hablando persona tiro ma agachadas japones visitas,es
3943,Uno de los mejores momentos del 2022 @Daniel_SuarezG en @RaceSonoma y @TonyRiveraSPEED https://t.co/QoGEneIjpd,0,mejores momentos,es
3944,@ChiofaloOk A mira yo no sabía pero es real que la derecha tomo esa iniciativa y no tiene nada ade malo lo que dijo..,0,mira sabia real derecha tomo iniciativa ade malo dijo,es
3946,me llegaron mis the astronaut y me tocaron las photocards de seokjin que quería estoy enferma de poder https://t.co/90TWpXobPk,0,llegaron the astronaut tocaron photocards seokjin queria enferma poder,es
3947,Almeida tiene cositas,0,almeida cositas,es
3949,@CCivicaCatalana Pregúntaselo a Moreno Bonilla.,0,preguntaselo moreno bonilla,es
3950,"@GuachireM Que ganas de vomitar me da nuestro gobierno, y lo más triste es que no hay esperanzas de cambio alguno.",0,ganas vomitar da gobierno ma triste esperanzas cambio alguno,es
3952,@bigperrin @Efekto10 Pueblo bueno,0,pueblo bueno,es
3953,"@granadevereux @Girauters @jjaviervazquez Correcto. Por esa regla de tres, el superviviente de un accidente en un tren bala podría diseñar y construir uno, por ejemplo.
Ese es su nivel.",0,correcto regla tres superviviente accidente tren bala podria disenar construir ejemplo nivel,es
3955,Por ésta tipeja hemos perdido el gas de Argelia? https://t.co/75pXgrN4O4,0,tipeja perdido gas argelia,es
3957,"En el año 2000 durante la telenovela “Amigos X Siempre” @RiccaSound y @belindapop encabezan el proyecto “Niños 2000” con cápsulas transmitidas en canal 2 y canal 5 con mensajes en pro de la motivación personal, los derechos de los niños, la amistad y el cuidado al medio 👇🏻 https://t.co/0AoCLiWgFK",0,ano telenovela amigo x siempre encabezan proyecto ninos capsulas transmitidas canal canal mensajes pro motivacion personal derechos ninos amistad cuidado medio,es
3958,"⠀
⠀
Estaba sentado en su sofá, 
muchos sí lo vieran pensarían 
que no estaba haciendo nada, 
a lo mejor durmiendo, pero no 
era así: pensaba y reflexionaba 
sobre su vida, vagando por 
sus pensamientos.
⠀
⠀",0,sentado sofa si vieran pensarian haciendo mejor durmiendo asi pensaba reflexionaba vida vagando pensamientos,es
3959,@medeheis A estas dos habría que echarlas a la trituradora de un desguace de coches.,0,do habria echarlas trituradora desguace coches,es
3960,De 2:30 en adelante se acaba la cordialidad.,0,adelante acaba cordialidad,es
3961,Alejo cuando Vinicius toca el balón: https://t.co/mDRA9AIHTQ,0,alejo vinicius toca balon,es
3962,@NtaRoja El tipejo este es colombiano? Porque si es colombiano que se vaya a chaspm aquí no debemos dejar que maltrate a ningún mexicano.,0,tipejo colombiano si colombiano vaya chaspm aqui debemos dejar maltrate ningun mexicano,es
3963,Con que pongan Cassius en el corona foals ya con eso.,0,pongan cassius corona foal,es
3964,@earcos Es un error tan común…,0,error tan comun,es
3965,@EstradaYberi @NeiraTemuco @gabrielboric @ximerincon @jalessandri @andreslongton Honesto? 🤔🤔🤔 https://t.co/lS11dTNec8,0,honesto,es
3966,"@mirandoenmi Es verdad, es divertido.",0,verdad divertido,es
3968,@sinsonera_ Desde la raiz🎶🎶🎶,0,raiz,es
3969,@Carlosrcollao Llevan más de 600 marchas este año ! Es cultural … todos los días más de una marcha !,0,llevan ma marchas ano cultural dia ma marcha,es
3972,"@adn40 1- #México
2- #Argentina
3- #España
4- #Portugal
5- #Brasil

Dependiendo De Cada Pais En Ganar La Proxima Copa Del Mundo

Estos Son Mis Favoritos 😎🤘",0,mexico argentina espana portugal brasil dependiendo cada pais ganar proxima copa mundo favoritos,es
3973,q caraj soñe,0,q caraj sone,es
3974,"@Andreagyc101 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
3975,@IDL_R Tiene una relación cercana del amigo del amigo 🤣,0,relacion cercana amigo amigo,es
3976,"@eldiablobarbon Oye a los minutos de escribir esto salimos de la oficina, ""a terreno"". ¿Acaso el diablo metió la cola? 🤭",0,oye minutos escribir salimos oficina terreno acaso diablo metio cola,es
3977,"@Ann_maryCH ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
3978,Los amo https://t.co/cRx3IIn1lr,0,amo,es
3981,@nocontextSebs Ay Mario gonorrea y súmele que convocaron a Mario Gotze para que vuelva a clavar a Argentina.,0,ay mario gonorrea sumele convocaron mario gotze vuelva clavar argentina,es
3982,Es cierto. https://t.co/dlmx9ibzBX,0,cierto,es
3983,@lala_amx @meltedvideos Loser manos,0,loser manos,es
3984,@Apodacaexhibic1 Hay para un oral más?🤤,0,oral ma,es
3985,Jajajaja te quiero amigo que me mandas reels de monito 🙈😅,0,quiero amigo manda reel monito,es
3987,"Podemos dar por sepultada esa pinche ocurrencia llamada #GasBienestar, los que tenemos al menos 2 conexiones neuronales funcionales lo advertimos y vislumbramos desde un inicio, recursos a la basura para sostener la retórica que nuevamente es aplastada por LA REALIDAD. #Fracaso https://t.co/jOPXgtyZqB",0,podemos dar sepultada pinche ocurrencia llamada gasbienestar menos conexiones neuronales funcionales advertimos vislumbramos inicio recursos basura sostener retorica nuevamente aplastada realidad fracaso,es
3988,"@IvanCastroGTR Nada que ver, digo que sería divertido",0,ver digo seria divertido,es
3989,no me importa nadie ni nada y así estoy bien,0,importa nadie asi bien,es
3991,"Hoy es jueves y JACINTO lo sabe , si lo vez cómprale!!!! Andara por la García gineres, roma, pensiones , Chuburna ❤️🥧 https://t.co/Dx18OCUpS1",0,hoy jueves jacinto sabe si vez comprale andara garcia gineres rom pensiones chuburna,es
3995,@JorgeTierrab @Matador08640286 Pobre *endejo nomconeces la milocia de tu país y andas opinando jajajajajajaja pobre miado,0,pobre endejo nomconeces milocia pais andas opinando pobre miado,es
3996,"no dudo de ti , solo que tengo miedo por que estoy enamorado ti.",0,dudo solo miedo enamorado,es
3997,"@MalthusGamba Asíste, marcha y chingate pa’ que sepas!",0,asiste marcha chingate pa sepas,es
3998,"Más al pedo estás, más querés comer 🙅🙅🙅🙅🙅🙅🙅🙅🙅🙅",0,ma pedo ma queres comer,es
3999,"Piensa positiva no importa cuán dura sea la vida
iHerb  
ٱےهےربَ ٱےهـربَ
🌿
☔️⏩DUL9673⏪☔️
                                 
☔️⏩DUL9673⏪☔️

---------------------------
7V4442",0,piensa positiva importa cuan dura vida iherb dul dul v,es
4000,"No me compro el maldito forro space nunca pues, de pinga la vaina",0,compro maldito forro space nunca pues pinga vaina,es
4001,me dseduce una cara y un cuerpo cuando veo que hay una mente que los mueve,0,dseduce cara cuerpo veo mente mueve,es
4002,Ojo con quien te quiere usar para alimentar su ego https://t.co/lDY6RME41h,0,ojo quiere usar alimentar ego,es
4004,"ㅤ ㅤ

〝  hubieron problemas entre tu madre y un clan, estaba ayudando al otro clan y por lo mismo intento deshacerse de nosotras  〞

no mentía pero tampoco le estaba dando la verdad completa, solo lo que necesitaba saber para explicar los hechos lógicamente ...  &amp;&amp;
ㅤㅤ
ᅠᅠᅠ",0,problemas madre clan ayudando clan mismo intento deshacerse mentia tampoco dando verdad completa solo necesitaba saber explicar hechos logicamente amp amp,es
4005,@gabriela_mfm Más cuando el qlo a kilómetros se nota que está operado y lo niegan jajajajaja todas pendejas,0,ma qlo kilometros nota operado niegan toda pendejas,es
4006,"@SergioA07767638 @AdolfoROrtega @VicenteFoxQue El zandejo esquien no leé, digno reconocimiento a tu sobre nombre con todo respeto para esos noble Animales",0,zandejo esquien lee digno reconocimiento nombre respeto noble animales,es
4008,"@jsanrom1 @guillesc_ @enertiu @AnonimiaSG En Asturias que paga peor que muchas CCAA, un señor de 64 años sin guardias ya gana por encima de los 6000 por la ""carrera profesional"", un adjunto por unos 38.000 anuales sin guardias y peonadas.Las guardias alrededor de 400 las normales y 700 las festivas.Unos 850 mensuales exc",0,asturias paga peor muchas ccaa senor ano guardias gana encima carrera profesional adjunto anuales guardias peonadas guardias alrededor normales festivas mensuales exc,es
4009,"Bueno, lo mínimo es no tengamos que pedir visa para Liberland.",0,bueno minimo pedir visa liberland,es
4010,@HansMahncke @elonmusk @micsolana Y quien paga 15 mil por eso bua damelos ami,0,paga mil bua damelos ami,es
4011,Ojalá alguien me regale boletas para ver a Depresión Sonora ✨✨✨,0,ojala alguien regale boletas ver depresion sonora,es
4012,@CherryToragao Se ven hermosos 😍,0,ven hermosos,es
4013,"Necesito ir a la playa a ahogarme, no importa si es en el mar o en alcohol.",0,necesito ir playa ahogarme importa si mar alcohol,es
4016,@thefokusin @Florki__ está prostituyendo se en Mallorca con senegaleses a cambio de joyas de acero quirúrgico,0,prostituyendo mallorca senegalese cambio joyas acero quirurgico,es
4017,@dsantosfacher Borrego estuvo años imprimiéndolo,0,borrego ano imprimiendolo,es
4018,"Todos hablan del sentimiento culero del haber llorado en su cumple, pero hablemos de la ansiedad que tienes días antes de tu cumpleaños porque no quieres que llegue, el querer que todo sea un día normal pero igual no quieres sentirte solo, el miedo al número de felicitaciones aaa",0,hablan sentimiento culero haber llorado cumple hablemos ansiedad dia cumpleanos quieres llegue querer dia normal igual quieres sentirte solo miedo numero felicitaciones,es
4020,"El ITM pasó de 6 mil a 23 mil estudiantes en las alcaldías de @sergio_fajardo y @AlonSalazarJ .
Con @QuinteroCalle … menos presupuesto para el @ITMinstitucion Este pésimo alcalde daña lo que toca. https://t.co/EvroXv7Bi8",0,itm paso mil mil estudiantes alcaldias menos presupuesto pesimo alcalde dana toca,es
4022,El trailer de John Wick 4 me dejó bien estremecido,0,trailer john wick dejo bien estremecido,es
4023,Yo con 21 años https://t.co/yLpK2UNI0I,0,ano,es
4024,"Corta, déjense de locas pasiones https://t.co/mhrQXAeeir",0,corta dejense locas pasiones,es
4026,@Chifuyulover22 miñina tas bn?,0,minina ta bn,es
4027,@onlynacho_ Y justo anoche Del Moro no le dijo que hoy tiene que salvar a alguien de placa. Las semanas anteriores a todos les dijo que pensaran que al otro día entraba a ver a quien salvaba.,0,justo anoche moro dijo hoy salvar alguien placa semanas anteriores dijo pensaran dia entraba ver salvaba,es
4028,"El Vicepresidente del @cavg_dgo el Arq. @CASSARQ asiste a una concurrida Asamblea de la @DGOFECOP, donde tuvimos la visita de diferentes Instituciones y Organismos.
Gracias a @ContadoresDgo por recibirnos! https://t.co/VMsNKd2Fp5",0,vicepresidente arq asiste concurrida asamblea visita diferentes instituciones organismos gracias recibirnos,es
4029,@relevo @DAZN_ES E Isi Palazón es mejor que Robben.,0,isi palazon mejor robben,es
4030,"@diazzthiago16 si, con cualquiera que no seas vos 🙏",0,si cualquiera vos,es
4033,Creo que hoy en día me doy cuenta de los meses que perdí el tiempo queriéndome hacer creer que eras por ahí🤦,0,creo hoy dia doy cuenta me perdi tiempo queriendome hacer creer ahi,es
4035,no pueden traer artistas internacionales para telonear carajo yo no quiero gente de este país soy anti patria etc etc me llegan al huevo todos mueran,0,pueden traer artistas internacionales telonear carajo quiero gente pais anti patria etc etc llegan huevo mueran,es
4036,"no puedo con el trend donde las mamás bailan y le dan el celular a sus hijos pero en realidad están grabando la reacción de los niños y todos las ven así 🥹 

dioooooos quiero",0,puedo trend mama bailan dan celular hijos realidad estan grabando reaccion ninos ven asi diooos quiero,es
4037,"🔴#MELIPILLA:
Bomberos se dirige a rescate por persona que sufre caída. Sector Merced y Arza.🚨🚒
#RedMelipilla. https://t.co/vmZfRQmKG8",0,melipilla bomberos dirige rescate persona sufre caida sector merced arza redmelipilla,es
4038,@eris_28 Esa mujer tiene 18 años cuidao 😂,0,mujer ano cuidao,es
4040,"Pero si me habían dicho q el Betis del ingeniero era el mejor equipo q mejor jugaba de españa y q el valencia iba a bajar, como es esto???? 🤔🤔🤔",0,si habian dicho q betis ingeniero mejor equipo q mejor jugaba espana q valencia iba bajar,es
4041,@lau_ca1 sinceramente aveces me encuentro tucas en cualquier lugar tengo un don,0,sinceramente aveces encuentro tucas cualquier lugar don,es
4042,"@Nicodemo_BLC Ahi es a dónde quería llegar. Veo que has entendido por dónde iba yo. Pero yo pienso no sólo en la culpa del consejillo (y en minúscula) sino de las juntas (en minúsculas tb). Porque todo esté sinsentido es demostración de los egos, de la falta de previsión y de razonamiento",0,ahi queria llegar veo entendido iba pienso solo culpa consejillo minuscula sino junta minusculas tb sinsentido demostracion ego falta prevision razonamiento,es
4044,@ElParras96 ahora si ya puedo morir de felicidad &lt;3 🥰😍,0,ahora si puedo morir felicidad lt,es
4046,@JavierD90434408 @marianagoyenec2 Culpable el degenerado JM Santos,0,culpable degenerado jm santos,es
4047,@juanbaaq Juan deja de mam@r y de engañar a los niños con tu lloriqueo patrocinado por el rey del cash y la 4t,0,juan deja enganar ninos lloriqueo patrocinado rey cash t,es
4049,No puedo explicar mi obsesión con los relojes x.x,0,puedo explicar obsesion relojes x x,es
4050,en almería esque regalan los GTI o como va el tema,0,almeria esque regalan gti va tema,es
4051,@dreamsofbrownie Cómo te explico que los de el solar están peor,0,explico solar estan peor,es
4052,"@callodehacha Tu, eres tan limitado, que escribes lo que escribes !! Muy tonto !!",0,tan limitado escribes escribes tonto,es
4053,"@Guyb @invesgreen Por más que te sigas inventando que yo he sido la cabeza de “la propaganda” (cómo te gusta mentir, macho, parece que no te cansas), no va a convertirse en verdad.” Diez años”, qué gusto le has pillado a denigrar la profesión.",0,ma sigas inventando sido cabeza propaganda gusta mentir macho parece cansas va convertirse verdad diez ano gusto pillado denigrar profesion,es
4054,@grapejouiss yo a ti si te quiero tu a mk no,0,si quiero mk,es
4055,"@gabriel_400_2 @MariSkidbladnir @Lil_drawing ""Le tiró un vasito de agua"" ""solo le salpicó""
Conducta inapropiada, dejar el volumen alto a pesar que se le pidió bajarlo, PASEARSE DESNUDO POR EL HOTEL, y responder c violencia a los oficiales...
Pero es trans, por lo tanto es una víctima..
https://t.co/yDArnCHAFi",0,tiro vasito agua solo salpico conducta inapropiada dejar volumen alto pesar pidio bajarlo pasearse desnudo hotel responder c violencia oficiales trans victima,es
4056,"@CmdteDvc54cijaa @GNBCmdtGral @GNBVCostera #10Nov
#VenezuelaFortalecida
.@GNBVCostera
Necesario es vencer...",0,nov venezuelafortalecida necesario vencer,es
4058,"Hicieron un ránking con los videojuegos ""más estresantes"" del mundo: esta fue la gran sorpresa. Mario Kart ha sido clasificado como el videojuego más estresante para jugar, según un nuevo informe. https://t.co/I92mgsLLwd",0,hicieron rank videojuegos ma estresantes mundo gran sorpresa mario kart sido clasificado videojuego ma estresante jugar segun nuevo informe,es
4059,Ya vi otro año de cumple peleando,0,vi ano cumple peleando,es
4060,Sentir una puta estaca al masticar del lado derecho y tener una llaga del otro lado que ocupa un 90% del espacio &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;,0,sentir puta estaca masticar lado derecho tener llaga lado ocupa espacio gt gt gt gt gt gt gt gt gt,es
4061,@Rechased mentira soy pelado no me puedo teñir,0,mentira pelado puedo tenir,es
4063,@Data_SanLorenzo @lasorianocasla @marianacahn @MatiasLammens Invotable,0,invotable,es
4064,"Presidente inicia gira por La Araucanía dando a conocer anuncios en seguridad, inversión y reparación a víctimas de violencia rural https://t.co/fiKURWLARc",0,presidente inicia gira araucania dando conocer anuncios seguridad inversion reparacion victimas violencia rural,es
4065,@ChumelTorres Que tanto le irrita?  Jajaja no le vaya a darle un infarto el idiot,0,irrita vaya darle infarto idiot,es
4068,@laurysR_ Como ago para cogerte,0,ago cogerte,es
4069,"@BettieJander Pues en Pucela todos los años lo suelen programar para todos los santos (obviamente) en el Teatro Zorrilla, a la sazón construido sobre lo que fue el convento de San Francisco, donde palmó Colón y que cuenta (o contaba) con un ""asiento del Diablo""
https://t.co/swCG1Qka8c",0,pues pucela ano suelen programar santos obviamente teatro zorrilla sazon construido convento san francisco palmo colon cuenta contaba asiento diablo,es
