,Comentarios,Depresivo,TweetPre,Idioma
3012,@carlospagni1 Si la mirás a los ojos a bullrich te pega tres tiros alguno del mossad,0,si la miras los ojos bullrich te pega tres tiros alguno del mossad,es
3013,es tan amorosa https://t.co/Pga6aih1GQ,0,es tan amorosa,es
3014,@grierchalamet el famoso CARPETAZO,0,el famoso carpetazo,es
3015,Y una cara dura sin límites #CorruPPtos https://t.co/w7begrnQP6,0,y una cara dura sin limites corrupptos,es
3016,"@Fiorelais1 @SaintGayer Ah, siento que para eso ya va de gustos, pero in duda el headcanon de que Shura tenía un nombre real y el otro era un apodo. Yo por ejemplo tenía de headcanon su apellido: Baldivieso, simplemente porque me gustaba cómo sonaba “Shura Baldivieso”. XD",0,ah siento que para eso ya va de gustos pero in duda el headcanon de que shura tenia un nombre real y el otro era un apodo yo por ejemplo tenia de headcanon su apellido baldivieso simplemente porque me gustaba como sonaba shura baldivieso xd,es
3019,Me voy a grabar porque así estaré https://t.co/fRqab0Jeag,0,me voy grabar porque asi estare,es
3020,Nuestro pésimo presidente y sus ataques verbales para quienes no pensamos como él. Al INE lo defendemos los mexicanos https://t.co/TV6teeyO7k,0,nuestro pesimo presidente y sus ataques verbales para quienes no pensamos como el al ine lo defendemos los mexicanos,es
3021,Tranquilidad https://t.co/i6qFoRrSzH,0,tranquilidad,es
3024,Samu Lino es un jugador diferencial. Ademas es completisimo.,0,samu lino es un jugador diferencial ademas es completisimo,es
3025,@sigorigo @GustavoTellix No me desafíe...22 junio 1976😂,0,no me desafie junio,es
3026,"@AmoalaligaCR @ldacr Pero ni quiere entrenar de nuevo, y tiene años fuera de. Y tiene los jugadores para el estilo del Machillo? Esa es una buena interrogante…",0,pero ni quiere entrenar de nuevo y tiene anos fuera de y tiene los jugadores para el estilo del machillo esa es una buena interrogante,es
3028,"👩🏻‍⚕️ #Hoy inauguramos 4 nuevos CAPS en📍General Rodríguez. Con una inversión total de 168 millones de pesos. 

🏥Cuentan con consultorios de atención general, odontológico, ginecológico y  con equipamiento que permitirán la implementación de #SaludDigital 🖥 Integrada. https://t.co/amAQjlCf2x",0,hoy inauguramos nuevos caps en general rodriguez con una inversion total de millones de pesos cuentan con consultorios de atencion general odontologico ginecologico y con equipamiento que permitiran la implementacion de saluddigital integrada,es
3029,"@Espinoza_Jav @Fkccp02 @GustiGP @Danymacica Ahora podes decir sin llorar, equipo chico🤫😂 en breve inventan que tienen 4 libertadores https://t.co/oJ1tuSfLC3",0,ahora podes decir sin llorar equipo chico en breve inventan que tienen libertadores,es
3030,"@MariaSe69611152 @monvt9 @Os1Doa Pues la verdad eso de regalar los boletos porque no ha vendido no cuadra, porque no sacaría ni lo que invirtió para esa presentación. Si así funcionaran las cosas cierto tiburón de la industria no habría tenido que cancelar concierto por bajas ventas 🤭",0,pues la verdad eso de regalar los boletos porque no ha vendido no cuadra porque no sacaria ni lo que invirtio para esa presentacion si asi funcionaran las cosas cierto tiburon de la industria no habria tenido que cancelar concierto por bajas ventas,es
3032,"@andriy_ht Supongo que habrán desminado antes, no?",0,supongo que habran desminado antes no,es
3033,@JmpSadman @labiosrotos___ es castro,0,es castro,es
3035,El secretario @LRobertoTenorio supervisa la rehabilitación del Ex Templo de San Roque junto con @sergio_berdejo secretario de @CulturaGobPue. Esta obra rescata una joya arquitectónica. Trabajamos para preservar nuestra cultura. @Gob_Puebla @MBarbosaMX https://t.co/PGA48Bc8ba,0,el secretario supervisa la rehabilitacion del ex templo de san roque junto con secretario de esta obra rescata una joya arquitectonica trabajamos para preservar nuestra cultura,es
3038,"@luigisyankee Claro, no dije que no lo vería, pero no sé si vaya a ser muy explosivo, pero en una de esas…",0,claro no dije que no lo veria pero no se si vaya ser muy explosivo pero en una de esas,es
3039,"@EmmaRincon @GovRonDeSantis Siendo Democrata por conviccion, estoy convencido que el Gobernador de la Florida sera el mejor candidato que Trump y seguro sera el proximo Presidente de los EE.UU.",0,siendo democrata por conviccion estoy convencido que el gobernador de la florida sera el mejor candidato que trump y seguro sera el proximo presidente de los ee uu,es
3040,@Pacurll Cuidado no vayas a tropezar con alguien. La rasca siempre es fría.!!!,0,cuidado no vayas tropezar con alguien la rasca siempre es fria,es
3042,"@Erickqro19cm Acerca de la autocomplacencia, les dejo un texto escrito por yo merengues.
https://t.co/3KvygAaXY3",0,acerca de la autocomplacencia les dejo un texto escrito por yo merengues,es
3043,@Nenade_Antes Pero como te agarras una tendinis en el...🤔 https://t.co/U4tFeukeOK,0,pero como te agarras una tendinis en el,es
3044,"@larroqueandres Seta todos los peronistas, los normales noooooo !",0,seta todos los peronistas los normales noooooo,es
3045,Somos muchas voces pidiendo por tu regreso Juju🙏🙏🙏❤️‍🩹❤️‍🩹❤️‍🩹,0,somos muchas voces pidiendo por tu regreso juju,es
3046,@JackyMc10 Mal muy mal debieron ir al sheraton!! … igualada,0,mal muy mal debieron ir al sheraton igualada,es
3048,Me sacaría un pasaje a cualquier parte y me iría una semanita a la mierda,0,me sacaria un pasaje cualquier parte y me iria una semanita la mierda,es
3049,No quiero volverme la paso muy mal allá 🥺,0,no quiero volverme la paso muy mal alla,es
3050,"Ando extrañando, que decirte",0,ando extranando que decirte,es
3052,Amarradisimo https://t.co/IcQawFC2Z7,0,amarradisimo,es
3053,Cuando sinta q cante bonito en un video hago voz revel(face revel todavia no),0,cuando sinta q cante bonito en un video hago voz revel face revel todavia no,es
3056,@femboyrosadito Y me va a dar la inspiración para ello !?😏😏 O quieres q lo haga solo con imaginación,0,y me va dar la inspiracion para ello o quieres q lo haga solo con imaginacion,es
3057,⭐️ “La única forma de fracasar en la vida es abstenerse de vivirla.” – Anónimo,0,la unica forma de fracasar en la vida es abstenerse de vivirla anonimo,es
3058,"@xoxoluxemily58 Antes en las escuelas aparte enseñaban cosas útiles  desde primaria, bordar tejer coser electricidad etc hoy nomás  nads de nads creo q esas cosas deberían  volver",0,antes en las escuelas aparte ensenaban cosas utiles desde primaria bordar tejer coser electricidad etc hoy nomas nads de nads creo q esas cosas deberian volver,es
3060,me trajo florcitas al trabajo y un bon o bon para el bajón. el definitivo,0,me trajo florcitas al trabajo y un bon o bon para el bajon el definitivo,es
3061,"Oye y ese pedazo de tifo en el Bernabéu a que viene???
#RealMadridCadiz",0,oye y ese pedazo de tifo en el bernabeu que viene realmadridcadiz,es
3062,"menos mal que es gratis esto, imagínate pagar para verle la cara a estos dos",0,menos mal que es gratis esto imaginate pagar para verle la cara estos dos,es
3063,"@Sofia_la_pibax2 @Crazux06 AHAJAHJAHAJA puedes decir mujer uwu
No es un señor, el EL señor",0,ahajahjahaja puedes decir mujer uwu no es un senor el el senor,es
3064,"#Nacionales Este día, la @FGR_SV verifica la droga que junto a la División Antinarcóticos de la @PNCSV será destruida en horas de la tarde.
Esta droga fue decomisada en diferentes casos logrando así desarticular estructuras de narcotráfico. https://t.co/eZy4l5XO12",0,nacionales este dia la verifica la droga que junto la division antinarcoticos de la sera destruida en horas de la tarde esta droga fue decomisada en diferentes casos logrando asi desarticular estructuras de narcotrafico,es
3065,📍Hoy en la Biblioteca Pública del Deporte y la Actividad Física estuvimos compartiendo trayectorias vitales: una mirada desde el arte con la Escuela de Lectores y el Club de Adulto Mayor. 👴🏻👵🏽 https://t.co/CbqKCQ2OwJ,0,hoy en la biblioteca publica del deporte y la actividad fisica estuvimos compartiendo trayectorias vitales una mirada desde el arte con la escuela de lectores y el club de adulto mayor,es
3067,@Ferpolitis Jajajajjajaj parásito manipulador q hdp. Pero si tenés razón,0,parasito manipulador q hdp pero si tenes razon,es
3069,"Acabo de leer un comentario desafortunado, diciendo que las mujeres que deseen quedarse embarazadas tienen que ""manifestarlo"". Ojalá la gente manifestara querer tener un CEREBRO funcional. https://t.co/ruWaTkQca0",0,acabo de leer un comentario desafortunado diciendo que las mujeres que deseen quedarse embarazadas tienen que manifestarlo ojala la gente manifestara querer tener un cerebro funcional,es
3070,"@rgomez68 Victor Guzman, Alexis Peña o Luis Olivas",0,victor guzman alexis pena o luis olivas,es
3071,no me llevo inglés!! soy feliz,0,no me llevo ingles soy feliz,es
3072,@SangreTano Yo lo de Byrne me lo pillaría. Más por Byrne que por Namor.,0,yo lo de byrne me lo pillaria mas por byrne que por namor,es
3074,"¡400 partidos, un @Brasileirao  más en la cuenta y MUCHA HISTORIA compartida con la familia que canta y vibra! ¡TÚ ERES F$#@, DUDU! 🐷
https://t.co/ERnXFEifb4

#AvantiPalestra https://t.co/f62vQVd0pe",0,partidos un mas en la cuenta y mucha historia compartida con la familia que canta y vibra tu eres dudu avantipalestra,es
3075,@camaraceleste Vaya tranquilo y disfrute d los unicos 3 partidos q vamos a jugar !,0,vaya tranquilo y disfrute d los unicos partidos q vamos jugar,es
3076,"Yo entiendo que los que tienen kioscos, tienen que descansar. Pero hermano, no me podes abrir el kiosco a las 19🤦🏻‍♀️🤦🏻‍♀️",0,yo entiendo que los que tienen kioscos tienen que descansar pero hermano no me podes abrir el kiosco las,es
3077,@CrVc02 @RoyerAtamirano Osea los brutos son ricos y los genios son pobres jajajajajajaja tmr Perú como dueles,0,osea los brutos son ricos y los genios son pobres tmr peru como dueles,es
3078,"Jaló la tagada, aeropuerto por pista.",0,jalo la tagada aeropuerto por pista,es
3080,@TeoDiezYsiete @luisabinader El mismo merengue. Fracasaron. No le salió el plan contra el #ElCensoVa,0,el mismo merengue fracasaron no le salio el plan contra el elcensova,es
3081,@StellaRICCI10 Tu hermana es una psicopata!!! No te das una idea como se calienta...y se lo digo sin problemas. 🤣🤣🤣,0,tu hermana es una psicopata no te das una idea como se calienta y se lo digo sin problemas,es
3082,"Quiero guardar esto en tw porque en la puta vida me va a volver a salir un combo asi #PS5Share, #GodofWarRagnarök https://t.co/2jsbUgJ7Im",0,quiero guardar esto en tw porque en la puta vida me va volver salir un combo asi ps share godofwarragnarok,es
3083,"@SamuelSegura_ cala, te la vas a pasar chido un rato",0,cala te la vas pasar chido un rato,es
3086,"Will es un osito cariñosito, más lindo mi vida 💖",0,will es un osito carinosito mas lindo mi vida,es
3087,"Ningún compañero va a protestar,nunca lo defienden,así no van a sacar amarilla nunca. https://t.co/LuQrqPcp80",0,ningun companero va protestar nunca lo defienden asi no van sacar amarilla nunca,es
3088,@Dani23570940 @adavidflores Que poca vergüenza le falta la rotroco ah nooo que ya tiene otra madre¡¡¡,0,que poca verguenza le falta la rotroco ah nooo que ya tiene otra madre,es
3089,Además hi high/hula hoop narrando el loonaverse y Butterfly/Luminous teniendo a las demás personas como protagonistas...,0,ademas hi high hula hoop narrando el loonaverse y butterfly luminous teniendo las demas personas como protagonistas,es
3090,"Jugadores sin ganas hoy….. Rodri, William Carvalho, Alex Moreno y sobre todo….. WILLIAM JOSE",0,jugadores sin ganas hoy rodri william carvalho alex moreno y sobre todo william jose,es
3091,@OlgaMar36030585 Eso es lo que más molesta pobre Angie,0,eso es lo que mas molesta pobre angie,es
3092,@ShakiraGallery  Me encantaria estar asi mi amor contigo Shakira Isabel Merabak Ripoll y Israel Ramirez Victoria 24/04/1974 IRV.....por siempre enamorados y juntos de por vida. IRV..... https://t.co/tALPObcpUg,0,me encantaria estar asi mi amor contigo shakira isabel merabak ripoll y israel ramirez victoria irv por siempre enamorados y juntos de por vida irv,es
3093,"@SandraComunes Que al beodo criminal lo apoye y respalde alguien como Ud,solo significa que los temores no son infundados!
Quien mas propicio para cobijar a un criminal? Pues otro",0,que al beodo criminal lo apoye y respalde alguien como ud solo significa que los temores no son infundados quien mas propicio para cobijar un criminal pues otro,es
3095,@KatesKurves69 Deliciosos,0,deliciosos,es
3096,¡Buenas noches Mundo 🌎!. https://t.co/NGdpVtkuS5,0,buenas noches mundo,es
3097,@Mauzpt BN desbloquea cada día un nivel de pelotudo,0,bn desbloquea cada dia un nivel de pelotudo,es
3098,@BisexMasters Me gustaría ser el corneador de una pareja,0,me gustaria ser el corneador de una pareja,es
3099,@Dan_D_Kast @Neburianov Pues no se que tan positiva sea la reforma para los mercados... el riesgo pais sigue igual o peor.,0,pues no se que tan positiva sea la reforma para los mercados el riesgo pais sigue igual o peor,es
3100,"Gastarán 5 mdp  💰 para mejorar la imagen del Centro Histórico 

https://t.co/G83SxmtUVf",0,gastaran mdp para mejorar la imagen del centro historico,es
3101,"Mi Crush en Twitter es: @cvwcvwcvw

Encuentra el tuyo(a) en https://t.co/BBTQ4KqVpd

⠀ https://t.co/JggMZWjRRM",0,mi crush en twitter es encuentra el tuyo en,es
3102,se duerme sin medias estupido,0,se duerme sin medias estupido,es
3104,"@TuViejaTurner Estoy igual. 
Algún rezo/macumba para hacer que todo salga bien, que no llueva?",0,estoy igual algun rezo macumba para hacer que todo salga bien que no llueva,es
3108,@Lucas86863872 @macatcb1 Nada que ver gordo jajajaja,0,nada que ver gordo,es
3109,le acabo d devolver la pulsera y ME TIRO UNA SONRISITA,0,le acabo d devolver la pulsera y me tiro una sonrisita,es
3110,"@_TamMc_ @mukygh No lo veo. 😂😂😂
Quizás sea porque llevo más tiempo convertido en Grinch. 😂😂😂 https://t.co/1Yit7AUaEv",0,no lo veo quizas sea porque llevo mas tiempo convertido en grinch,es
3111,"@takahashiswife @cat4pics es lo más bonito que me han dicho hoy, lloro chau",0,es lo mas bonito que me han dicho hoy lloro chau,es
3112,"Que mala onda eres @Citibanamex 
Obligar a acudir a la sucursal a una señora de 89 años y que está en cama es no tener madre.

#Banamex #México #Tamaulipas #Reynosa https://t.co/YcAeqsGLr7",0,que mala onda eres obligar acudir la sucursal una senora de anos y que esta en cama es no tener madre banamex mexico tamaulipas reynosa,es
3113,"@DanielRVZ Cuando exista, mientras tanto estamos en el mismo barco😂",0,cuando exista mientras tanto estamos en el mismo barco,es
3114,se imaginan q el deber de Taehyung también sea en Mx putavmadrewe,0,se imaginan q el deber de taehyung tambien sea en mx putavmadrewe,es
3116,estaría que chulo q m hablases y eso 😃,0,estaria que chulo q m hablases y eso,es
3117,"@fegusquizap Tremendo favor que vienen haciendo los hinchas de Alianza, desde el lunes vienen con sus amenazas, si el partido se suspende el sábado no me sorprendería, todo por culpa de esa hinchada",0,tremendo favor que vienen haciendo los hinchas de alianza desde el lunes vienen con sus amenazas si el partido se suspende el sabado no me sorprenderia todo por culpa de esa hinchada,es
3118,@MarcelaSaebL @Viri_Rios Jaja. Mil disculpas,0,mil disculpas,es
3119,tienen que aprovecharlos porque sino los morros estos se desaparecen y ya no se juntan 😭 https://t.co/21jwdyoln9,0,tienen que aprovecharlos porque sino los morros estos se desaparecen y ya no se juntan,es
3120,Esa mara de Tela no anda con pajas para cambiar de novi@ va🤣🤣🤣 luto solo a los muertos,0,esa mara de tela no anda con pajas para cambiar de novi va luto solo los muertos,es
3122,Información Real de Béisbol https://t.co/fbdKZoU0UP,0,informacion real de beisbol,es
3123,"@notbarbicklaus —— Isabel asintió, confiaba en ella y por eso se fue hasta sus aposentos donde esperó a la chica, nerviosa.——",0,isabel asintio confiaba en ella y por eso se fue hasta sus aposentos donde espero la chica nerviosa,es
3124,@baadatlovc —La rubia jadeó al escucharla así levantándose dándole un leve empujón para llevarla hasta la pared colocándose de rodillas frente a ella—,0,la rubia jadeo al escucharla asi levantandose dandole un leve empujon para llevarla hasta la pared colocandose de rodillas frente ella,es
3127,"@BrenLarregui @CoronaCapital No puedo enviarte mensaje, ¿aún tienes el del viernes?",0,no puedo enviarte mensaje aun tienes el del viernes,es
3128,@Oskarina_Ortiz Ah por qué esa eres tú? 😳 ay Dios mío🤣🤣🤣🤣🤣,0,ah por que esa eres tu ay dios mio,es
3129,@Fa98Hector Al fin que ni quería ir (:,0,al fin que ni queria ir,es
3130,"@astrodinogabi @D_alarc @Carlos_Karim_ZV @jorgesaavedramx @CNDH Mucha razón sobre todo en el punto 2 🤣 yo nomás puse el tema de la burla, de lo otro ni he opinado pero acá la raza ya me hace parte d una conspiración mayor o espera q arregle los grandes temas de derechos humanos 😆",0,mucha razon sobre todo en el punto yo nomas puse el tema de la burla de lo otro ni he opinado pero aca la raza ya me hace parte d una conspiracion mayor o espera q arregle los grandes temas de derechos humanos,es
3131,"@DonPorfifirio Es que anlo dijo, que dijeran que el INE es corructo y que por ello es mejor que el propio gobierno vuelva a organizar los comicios electorales cómo cuando Barlett, el si sabe.",0,es que anlo dijo que dijeran que el ine es corructo y que por ello es mejor que el propio gobierno vuelva organizar los comicios electorales como cuando barlett el si sabe,es
3132,Extraño al rímel que compre en mayo,0,extrano al rimel que compre en mayo,es
3133,honestamente: quien coño te pregunto?,0,honestamente quien cono te pregunto,es
3134,"Aok, le sacaba los títulos también a Jungkook y a Taehyung nomás por querer hacerle la contraria a los fans de otros idols que tmb tienen ese título. 🤐 https://t.co/nyf909zAqg",0,aok le sacaba los titulos tambien jungkook y taehyung nomas por querer hacerle la contraria los fans de otros idols que tmb tienen ese titulo,es
3136,"Feliz cumpleaños a la Marecita de mi vida💓✨ 
Que bonito es que haya personas como tú en el mundo, eres una niña divina, con una magia y una luz increíble… gracias por hacer el mundo más bonito Marecita, espero conocerte pronto, te amo @MarRendonMusica https://t.co/XGXJheuY60",0,feliz cumpleanos la marecita de mi vida que bonito es que haya personas como tu en el mundo eres una nina divina con una magia y una luz increible gracias por hacer el mundo mas bonito marecita espero conocerte pronto te amo,es
3138,"@paubust0s @lunanielsenn @gisela291 @teo56506082 @candeschulman No, no tengo xq vivir con eso, la correcta conducta del pendejo es responsabilidad de los padres. Y estoy en todo mi derecho de elegir vivir sin eso.",0,no no tengo xq vivir con eso la correcta conducta del pendejo es responsabilidad de los padres y estoy en todo mi derecho de elegir vivir sin eso,es
3139,@TadashiColombia Que delicia,0,que delicia,es
3140,Me tomaría un cajón de birras,0,me tomaria un cajon de birras,es
3141,"@tinagus2000 LAWFARE, no existiría si no hubiesen corruptos que se presten para aquello. Financiado con dinero reciclado del narcotráfico de la DEA, en contubernio con la embajada🇺🇲 y ONG's subsidian y sobornan cúpula militar, políticos, prensa, activistas, jueces, magistrados. https://t.co/I7dNMjyENn",0,lawfare no existiria si no hubiesen corruptos que se presten para aquello financiado con dinero reciclado del narcotrafico de la dea en contubernio con la embajada y ong s subsidian y sobornan cupula militar politicos prensa activistas jueces magistrados,es
3142,"@2docmdteZulia @11Zulia #10Nov Viviremos y Venceremos... 🇻🇪 #VenezuelaFortalecida
#PatriaUnidaYVictoriosa
@GNBCmdtGral #FANB #GNB",0,nov viviremos y venceremos venezuelafortalecida patriaunidayvictoriosa fanb gnb,es
3143,lo malas que son las que están jugando el dobles con españa,0,lo malas que son las que estan jugando el dobles con espana,es
3146,@jmvillarroya se encendió en vivo 🔥💣 https://t.co/S2MESkEOJ3,0,se encendio en vivo,es
3148,@ArielFrick Cerra el orto y anda a laburar. Imbecil,0,cerra el orto y anda laburar imbecil,es
3150,wey ptm tantos hombres que hay y me viene a gustar él que ni me pela,0,wey ptm tantos hombres que hay y me viene gustar el que ni me pela,es
3151,"Thiago diciendo que se va Nacho el domingo, hasta el sabe que Nacho solo es el perro faldero y empleado de Juan

Nacho al 9009

#gh2022 #gh22 #granhermano 

https://t.co/VNMYf6nlLi",0,thiago diciendo que se va nacho el domingo hasta el sabe que nacho solo es el perro faldero y empleado de juan nacho al gh gh granhermano,es
3152,"El peor enemigo de una mujer es su amigo gay, 0 dudas",0,el peor enemigo de una mujer es su amigo gay dudas,es
3153,"El descuento de la plata de los aportes esta todos toditos los meses. Pero anda vos a la guardia, o anda a pedir un turno, no nos están atendiendo como debemos. Y este reclamo es 1 en sus redes hay un montón",0,el descuento de la plata de los aportes esta todos toditos los meses pero anda vos la guardia o anda pedir un turno no nos estan atendiendo como debemos y este reclamo es en sus redes hay un monton,es
3154,"@mirrep2 @berma9 @DonosoDM Completamente de acuerdo, Olona se ha destruido políticamente ella sola incluso su buen nombre, y su prestigio",0,completamente de acuerdo olona se ha destruido politicamente ella sola incluso su buen nombre y su prestigio,es
3155,"Ojalá mi crush del PAN me mandara un mensaje así…
🙈🙊🤣 https://t.co/LHXBYL1NeI",0,ojala mi crush del pan me mandara un mensaje asi,es
3157,voy a acabar vomitando de lo tanto que estoy temblando,0,voy acabar vomitando de lo tanto que estoy temblando,es
3158,"Porra Mundial 2022: 

Campeón: Brasil
Subcampeón: España
Tercero: Argentina 
Máximo goleador: Messi
Máximo asistente: Messi
MVP: Neymar",0,porra mundial campeon brasil subcampeon espana tercero argentina maximo goleador messi maximo asistente messi mvp neymar,es
3160,"Hazme una foto así, como la que no está posando https://t.co/yuEHlLBmpq",0,hazme una foto asi como la que no esta posando,es
3161,"@MikhaelTravis Tú lo has.. da igual, no me voy. 

—No termina la frase, simplemente prefiere dejar pasar ese tema. Ya solo le importa saber qué pasa por su cabeza.—

Dime esas cosas.. no quiero que me tengas al margen.",0,tu lo has da igual no me voy no termina la frase simplemente prefiere dejar pasar ese tema ya solo le importa saber que pasa por su cabeza dime esas cosas no quiero que me tengas al margen,es
3162,Me gusta mucho como se ve mi cuenta.,0,me gusta mucho como se ve mi cuenta,es
3164,"POR FIN PODREMOS CONFIRMAR DONDE TIENE YOONGI EL TATUAJE

Yo digo que el chico lo tiene en el ombligo jakaksjsjs",0,por fin podremos confirmar donde tiene yoongi el tatuaje yo digo que el chico lo tiene en el ombligo jakaksjsjs,es
3168,@Jeescast tú y la luna son muy bonitas 🥰🥰🥰,0,tu y la luna son muy bonitas,es
3169,Me podría pasar la vida oliendo su perfume,0,me podria pasar la vida oliendo su perfume,es
3170,Literalmente la música es todo,0,literalmente la musica es todo,es
3171,@papiivalentina ª es que puedes serlo más?,0,es que puedes serlo mas,es
3172,@SaracatungaNtvg @Sheshx @daydiaz87 @miguegranados Hace un mes? Fue cuando activaron las antenas 5g,0,hace un mes fue cuando activaron las antenas g,es
3173,"Desde hace años que los vecinos del Centro Histórico, hablan de la gentrificación y se organizan. En 2019 hicieron calaveritas a los lugares que se murieron porque desde el infierno llegaste tú y yo también. Porque somos parte del problema.
@06000Observa https://t.co/pF3f39j7Uk",0,desde hace anos que los vecinos del centro historico hablan de la gentrificacion y se organizan en hicieron calaveritas los lugares que se murieron porque desde el infierno llegaste tu y yo tambien porque somos parte del problema,es
3174,"Siempre pelotuda Florencia, siempre",0,siempre pelotuda florencia siempre,es
3175,@agencialavieja Pobre niñito. Esto es culpa del gobierno que tenemos,0,pobre ninito esto es culpa del gobierno que tenemos,es
3176,@andreitaprivv @LFranciscox @dislexman @yamileenpersona le he pillado manía a la mierda esa,0,le he pillado mania la mierda esa,es
3178,"Es lo que genera el miedo irracional, lo mismo ocurrió en Mexico cuando gano Amlo. El dólar subió desproporcionadamente los primeros meses de su mandato, los empresarios frenaron inversiones, hasta que entendieron q un gobierno con + conciencia social no es fin de la economia https://t.co/4Df0uwEVWa",0,es lo que genera el miedo irracional lo mismo ocurrio en mexico cuando gano amlo el dolar subio desproporcionadamente los primeros meses de su mandato los empresarios frenaron inversiones hasta que entendieron q un gobierno con conciencia social no es fin de la economia,es
3180,Guardia Civil estatal detiene a par de sujetos por posesión de armas blancas https://t.co/9bB05Dc8PT,0,guardia civil estatal detiene par de sujetos por posesion de armas blancas,es
3181,Quien con sueño para hacernos compas https://t.co/YoNvfHCpVx,0,quien con sueno para hacernos compas,es
3182,quiero el cuerpo y el estilo de kendall jenner,0,quiero el cuerpo y el estilo de kendall jenner,es
3183,Oye @Ticketmaster_Me  se la mamaron con lo de @Imaginedragons!! 😒😒😒,0,oye se la mamaron con lo de,es
3184,@Supersalud la EPS @EPSSaludTotal se pasó por el ruedo el tema de la perfusión para el paciente que ud tienen el caso ayer tuvo la cita del cardiólogo y tenazzz el diagnóstico @SaludBGA_,0,la eps se paso por el ruedo el tema de la perfusion para el paciente que ud tienen el caso ayer tuvo la cita del cardiologo y tenazzz el diagnostico,es
3185,El mejor abrazó,0,el mejor abrazo,es
3186,@GuidoBellidoU bellido el idiota que traiciono a su partido. jajajajaj ahora es la nueva izquierda socialista?,0,bellido el idiota que traiciono su partido ahora es la nueva izquierda socialista,es
3187,""" Ánimo solo cuento contigo ""
Dijo un loco mirandose
   al espejo 😔😔",0,animo solo cuento contigo dijo un loco mirandose al espejo,es
3188,"Ya si,un maricon que os pone y punto. https://t.co/Uby3eAoUGn",0,ya si un maricon que os pone y punto,es
3189,"Piensa positiva no importa cuán dura sea la vida
iHerb  
ٱےهےربَ ٱےهـربَ
🌿
☔️⏩DUL9673⏪☔️
                                 
☔️⏩DUL9673⏪☔️

---------------------------
7V1154",0,piensa positiva no importa cuan dura sea la vida iherb dul dul v,es
3190,@miseleccionmx Cuando te mandan de vacaciones al mundial 😎 hasta yo estaría todo feliz,0,cuando te mandan de vacaciones al mundial hasta yo estaria todo feliz,es
3192,"La sanción de hoy (si es que la hay) les va a demostrar que a Tora solo le importa salvar su culo, no tengo pruebas pero tampoco tengo dudas. #GH22 #GH2022",0,la sancion de hoy si es que la hay les va demostrar que tora solo le importa salvar su culo no tengo pruebas pero tampoco tengo dudas gh gh,es
3194,Montero se reafirma: «Los niños tienen derecho a saber que pueden tener sexo con quien quieran»: https://t.co/IhnP0OcAg7,0,montero se reafirma los ninos tienen derecho saber que pueden tener sexo con quien quieran,es
3195,@luciaarodrigzzz nose como sigue pero ou yea🤘🏻,0,nose como sigue pero ou yea,es
3196,"@IvetteCosme10 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,es hoy wakanda sera por siempre pero la espera no panteranegra wakanda por siempre ya esta en cines consigue tus tickets ahora,es
3197,@MorrocoyHerido Por llegar tarde 🤣,0,por llegar tarde,es
3199,@vikuuu16 @soapypopy Y c de carambola,0,y c de carambola,es
3200,Weeeeey yo quiero un saludo de Villamil 😭😭,0,weeeeey yo quiero un saludo de villamil,es
3201,no me acuerdo que era tener amigos que te inviten a salir ajajajsj,0,no me acuerdo que era tener amigos que te inviten salir ajajajsj,es
3203,"@97annejk ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,es hoy wakanda sera por siempre pero la espera no panteranegra wakanda por siempre ya esta en cines consigue tus tickets ahora,es
3204,Hajajajaja yo frente mar luego jamás importo q me espie 🤣 https://t.co/qYZK5GVmMD,0,hajajajaja yo frente mar luego jamas importo q me espie,es
3206,"@rgomez68 Me gustaría Miguel Tapias o Haret Ortega ambos jóvenes, mexicanos y en Cruz azul pueden explotar su talento",0,me gustaria miguel tapias o haret ortega ambos jovenes mexicanos y en cruz azul pueden explotar su talento,es
3207,la gente no ayuda,0,la gente no ayuda,es
3208,@vaironjesica La tanga muy bonita y el culo muy rico,0,la tanga muy bonita y el culo muy rico,es
3209,"@Alberto29727152 Así es, sí no, la repetirán y será una gran pena, tanto sacrificio para nada.",0,asi es si no la repetiran y sera una gran pena tanto sacrificio para nada,es
3211,Apresan autor material de asesinato a tiros de Ana Francisca Gómez https://t.co/BIbAXw4z6P,0,apresan autor material de asesinato tiros de ana francisca gomez,es
3213,"@ElGriegoOK Qué preciosura! Muchas felicidades!!
❤️❤️❤️",0,que preciosura muchas felicidades,es
3214,William José no quiere buscarse otro equipo ahora en el mercado de invierno?,0,william jose no quiere buscarse otro equipo ahora en el mercado de invierno,es
3217,"@nihilpanic Y yo con 4 horas de ayuno y me quedan 14 😭😭
Que buena pinta, que hambre 💖💖",0,y yo con horas de ayuno y me quedan que buena pinta que hambre,es
3218,"Yoo.??
 Aquí checa imaginando a Nicolás el sabio persiguiendo presidentes pa'darle la mano y su fotógrafo frustrao....  
       😂 😂 😂",0,yoo aqui checa imaginando nicolas el sabio persiguiendo presidentes pa darle la mano y su fotografo frustrao,es
3219,Recuerdas esto? https://t.co/rW4YiCVGHT,0,recuerdas esto,es
