,Comentarios,Depresivo,TweetPre,Idioma
1623,"@mesubelatension Psicólogo, psicólogo y más psicólogo. Lo que me funciona a mi a ti no. Yo no llego a tener ataques de pánico pero mis pulsaciones siempre están altas… en mi caso respiraciones y pensamientos alternativos me funciona muy bien pero soy una persona ansioso-depresiva crónica",1,psicologo psicologo y mas psicologo lo que me funciona mi ti no yo no llego tener ataques de panico pero mis pulsaciones siempre estan altas en mi caso respiraciones y pensamientos alternativos me funciona muy bien pero soy una persona ansioso depresiva cronica,es
1625,Odio sentir que la ansiedad está volviendo por cosas inútiles,1,odio sentir que la ansiedad esta volviendo por cosas inutiles,es
1628,"Que mal que dormí amigo , necesito algo que me calme pq la ansiedad y los nervios me están matando.",1,que mal que dormi amigo necesito algo que me calme pq la ansiedad y los nervios me estan matando,es
1631,"Tengo la mejor idea del mundo, pero la depresión a veces puede más. Me cuesta ponerme manos a la obra.",1,tengo la mejor idea del mundo pero la depresion veces puede mas me cuesta ponerme manos la obra,es
1639,"Que ansiedad
Que estres
Que fastidio todo.",1,que ansiedad que estres que fastidio todo,es
1656,Tener tal punto de ansiedad que estas tan tranquila estudiando y PUM pinchazo en el pecho.,1,tener tal punto de ansiedad que estas tan tranquila estudiando y pum pinchazo en el pecho,es
1664,Desperté con una crisis de depresión así que me puse a limpiar el apartamento para ocupar la mente. La depresión sigue pero el apartamento quedó impecable.,1,desperte con una crisis de depresion asi que me puse limpiar el apartamento para ocupar la mente la depresion sigue pero el apartamento quedo impecable,es
1675,"Hoy rindo y el pel0tud0 con el que salgo esta hace día y medio haciendo de cuenta q no existo porque le pinto cuando yo tengo más ansiedad que la mierda. No sean esa clase de gente, porfa. Tampoco sean como yo que me ando bancando esta gilada, tengan amor propio y pongan límites.",1,hoy rindo y el pel tud con el que salgo esta hace dia y medio haciendo de cuenta q no existo porque le pinto cuando yo tengo mas ansiedad que la mierda no sean esa clase de gente porfa tampoco sean como yo que me ando bancando esta gilada tengan amor propio y pongan limites,es
1695,Se llevan a nuestro Whiskito :( Mandy y él se pasan los días jugando y está más feliz que nunca y justo ahora que se llevan tan bien lo van a adoptar........ destrozada dolida traicionada apuñalada rota deprimida https://t.co/QoRRoupNlo,1,se llevan nuestro whiskito mandy y el se pasan los dias jugando y esta mas feliz que nunca y justo ahora que se llevan tan bien lo van adoptar destrozada dolida traicionada apunalada rota deprimida,es
1696,"Me consumen los nervios, la angustia y la ansiedad todo junto 😭",1,me consumen los nervios la angustia y la ansiedad todo junto,es
1699,"@IlluCochesitos @Cat_Girl_15 Manipulación, actitud negativa, fingir depresión 💀 y un par de cosas más",1,manipulacion actitud negativa fingir depresion y un par de cosas mas,es
1700,"@Juanma7115 Ni me recuerdes ese momento. Casi tengo un ataque de ansiedad. Tuve que salir de Müller, respirar tranquila y comenzar por lo que entendía.
Después me di cuenta que tenían personal para ayudar con la compra.",1,ni me recuerdes ese momento casi tengo un ataque de ansiedad tuve que salir de muller respirar tranquila y comenzar por lo que entendia despues me di cuenta que tenian personal para ayudar con la compra,es
1701,"Actualización: me agarró un ataque de ansiedad porque el micro era chiquito, no dormí casi nada, me mareé pese a que tomé dramamine. Ya a la segunda hora me empecé a desesperar e imploraba que se pasara rápido. https://t.co/R4gNnmXrhn",1,actualizacion me agarro un ataque de ansiedad porque el micro era chiquito no dormi casi nada me maree pese que tome dramamine ya la segunda hora me empece desesperar e imploraba que se pasara rapido,es
1708,"Buenos dias en la mierda, anoche tuve un ataque de ansiedad muy fuerte, me tuve que tomar lorazepam mas las pastillas que ya me tomo para dormir y a parte de la migraña que tengo, no dejo de pensar que por habermelo tomado he tirado este ciclo a la basura",1,buenos dias en la mierda anoche tuve un ataque de ansiedad muy fuerte me tuve que tomar lorazepam mas las pastillas que ya me tomo para dormir y parte de la migrana que tengo no dejo de pensar que por habermelo tomado he tirado este ciclo la basura,es
1728,"Llevo literalmente MESES sin sentir NADA de ansiedad
Por que sera? 🤔🤭",1,llevo literalmente meses sin sentir nada de ansiedad por que sera,es
1729,Nunc había odiado tanto los ataques de ansiedad hasta hoy.,1,nunc habia odiado tanto los ataques de ansiedad hasta hoy,es
1733,"no me soporto esta ansiedad que vengo manejando, sólo quiero dormirme :(",1,no me soporto esta ansiedad que vengo manejando solo quiero dormirme,es
1741,"@Medicilio Gracias, necesitaba esto más de lo que pensaba... Te contesto llorando. Me puede la ansiedad.",1,gracias necesitaba esto mas de lo que pensaba te contesto llorando me puede la ansiedad,es
1742,"Ya no quiero despertar mas asi , maldita ansiedad.",1,ya no quiero despertar mas asi maldita ansiedad,es
1745,@RodriguezYeyci Que difícil es vivir con ansiedad😔,1,que dificil es vivir con ansiedad,es
1747,Iba a decir amistades por mi ansiedad pero vos decis que vale la pena alguien que no se quedo a acompañarte en tu peor momento? https://t.co/W2zy8FS4rJ,1,iba decir amistades por mi ansiedad pero vos decis que vale la pena alguien que no se quedo acompanarte en tu peor momento,es
1749,"Hace años me daba ansiedad ver mensajes sin leer ni contestar, ahora los colecciono JAJAJAJAJAJAJ",1,hace anos me daba ansiedad ver mensajes sin leer ni contestar ahora los colecciono,es
1753,la ansiedad q manejo proximamente internada otra veZ,1,la ansiedad q manejo proximamente internada otra vez,es
1754,@Sagitario_FZO Querer estar solo no es sinónimo de depresión 🙄,1,querer estar solo no es sinonimo de depresion,es
1761,La ansiedad que manejo lcdm,1,la ansiedad que manejo lcdm,es
1766,Escribir un diario para la ansiedad: ¿cómo hacerlo bien? https://t.co/ET9V3jI5wm,1,escribir un diario para la ansiedad como hacerlo bien,es
1768,Hoy aproveché que la depresión no me invadió para hacer cosas tan básicas como arreglarme sin que me cueste tanto.,1,hoy aproveche que la depresion no me invadio para hacer cosas tan basicas como arreglarme sin que me cueste tanto,es
1771,Había 2 personajes que eran pareja y shippeaba con todo mi corazón y decidieron que uno el meta los cuernos 😓 PORQUE ME HACEN ESTO? Ahora voy a estar deprimida toda la semana por una relación que no es la mía.,1,habia personajes que eran pareja y shippeaba con todo mi corazon y decidieron que uno el meta los cuernos porque me hacen esto ahora voy estar deprimida toda la semana por una relacion que no es la mia,es
1776,"No me apresuraré, todo a su tiempo, pero estoy segura que aprovecharé desde ahora en adelante cada oportunidad. No quiero más angustias, ni saber de ansiedad como también dolores en el pecho, que solo quienes han pasado por estas crisis emocionales me entenderán",1,no me apresurare todo su tiempo pero estoy segura que aprovechare desde ahora en adelante cada oportunidad no quiero mas angustias ni saber de ansiedad como tambien dolores en el pecho que solo quienes han pasado por estas crisis emocionales me entenderan,es
1779,"emi empezando la carrera: elegí psicología xq tuvo mucha relación con mi familia durante toda mi vida
emi terminando segundo: no puedo estudiar depresión xq me acuerdo de mi abuela y me largo a llorar https://t.co/qlzhNU3BY6",1,emi empezando la carrera elegi psicologia xq tuvo mucha relacion con mi familia durante toda mi vida emi terminando segundo no puedo estudiar depresion xq me acuerdo de mi abuela y me largo llorar,es
1782,shorty tu eres la culpable de mi depresion.,1,shorty tu eres la culpable de mi depresion,es
1788,@escritosheart Es un dolor muy feo en el pechito y ansiedad :(,1,es un dolor muy feo en el pechito y ansiedad,es
1790,cómo se supone q yo siga con la ansiedad por 14 hrs más,1,como se supone q yo siga con la ansiedad por hrs mas,es
1791,"@catamaterile Como no pensó que el avión se iba a caer o algo por el estilo, para mi es difícil pensar que el miedo solo se debe a la ansiedad.",1,como no penso que el avion se iba caer o algo por el estilo para mi es dificil pensar que el miedo solo se debe la ansiedad,es
1792,@valentinavld Todos pegando la Jeta de eso me dio ansiedad,1,todos pegando la jeta de eso me dio ansiedad,es
1795,hola porque los profes no m responden por el teams? no entienden q estan siendo la causa d mi ansiedad? 🙋🏻‍♀️🙋🏻‍♀️,1,hola porque los profes no m responden por el teams no entienden q estan siendo la causa d mi ansiedad,es
1800,"@mamer_28 @BoeroQuiroz La depresión no solo es por amor, es porque sientes que el mundo en general está en tu contra, en el trabajo, con tu familia, no has podido lograr metas, etc. Que bueno que tú mismo te impulses a seguir adelante, bendiciones.",1,la depresion no solo es por amor es porque sientes que el mundo en general esta en tu contra en el trabajo con tu familia no has podido lograr metas etc que bueno que tu mismo te impulses seguir adelante bendiciones,es
1808,"Empecé el día rara, con ansiedad y el corazón a mil 🙇🏻‍♀️",1,empece el dia rara con ansiedad y el corazon mil,es
1809,"Ayer me dio un ataque de ansiedad bestia y tuve que irme de clases.

Hoy, gracias a todo el cariño de @neus_mir estoy mejor y he podido tener una mañana productiva.

Animo a todos los que esteis estudiando 🤝",1,ayer me dio un ataque de ansiedad bestia y tuve que irme de clases hoy gracias todo el carino de estoy mejor y he podido tener una manana productiva animo todos los que esteis estudiando,es
1819,"Como todo el día y no paro de bajar de peso, ta chiquita la ansiedad que manejo",1,como todo el dia y no paro de bajar de peso ta chiquita la ansiedad que manejo,es
1823,"@MayllencoFranc Ya ves.
En mi historial médico se lee ...
Depresión
AG
Abuso de analgésicos
Migraña con aura
Fibromialgia...Etc
Pues todo es por la fibro o son delirios míos o por llamar la atención...
Voy al psicólogo 2 veces al mes porque no puedo pagar más y la sanidad pública pasa de mí...",1,ya ves en mi historial medico se lee depresion ag abuso de analgesicos migrana con aura fibromialgia etc pues todo es por la fibro o son delirios mios o por llamar la atencion voy al psicologo veces al mes porque no puedo pagar mas y la sanidad publica pasa de mi,es
1825,todo es depresión,1,todo es depresion,es
1831,"Se qué puedo, no soy mi depresión, soy más que eso.",1,se que puedo no soy mi depresion soy mas que eso,es
1852,Hoy con más ansiedad que nada,1,hoy con mas ansiedad que nada,es
1871,No sabía q los nervios y la ansiedad podrían hacerme pasar por lo q estoy pasando,1,no sabia q los nervios y la ansiedad podrian hacerme pasar por lo q estoy pasando,es
1880,"@LeoSanchezMfc Es jodido cuando la ansiedad te pega, cuando por más que intentas todas las puertas se cierran y no encontrás solución, pero hay que ver hasta donde se llega.",1,es jodido cuando la ansiedad te pega cuando por mas que intentas todas las puertas se cierran y no encontras solucion pero hay que ver hasta donde se llega,es
1885,"Chicos tengan cuidado, la depresión puede ser un caso fatal.. https://t.co/MO90zzYjPp",1,chicos tengan cuidado la depresion puede ser un caso fatal,es
1898,"Que bajón que no me puedo ni mirar al espejo porque el color de turra que me pusieron en el pelo me angustia demasiado. Si antes estaba deprimida, ahora estoy a un paso de la morision.",1,que bajon que no me puedo ni mirar al espejo porque el color de turra que me pusieron en el pelo me angustia demasiado si antes estaba deprimida ahora estoy un paso de la morision,es
1934,Diganme que no soy el único que tacha temas que no ha estudiado por ansiedad¿?,1,diganme que no soy el unico que tacha temas que no ha estudiado por ansiedad,es
1942,Antes de comer primero piensa si realmente tienes hambre ya que a veces el acto  de comer es una simple respuesta a la ANSIEDAD  y al ESTRÉS  en que vivimos diariamente.,1,antes de comer primero piensa si realmente tienes hambre ya que veces el acto de comer es una simple respuesta la ansiedad y al estres en que vivimos diariamente,es
1948,"Dormí la mitad de lo que se supone que debo dormir, la ansiedad se disparó a mil y el mundo se percibe el triple de cruel",1,dormi la mitad de lo que se supone que debo dormir la ansiedad se disparo mil y el mundo se percibe el triple de cruel,es
1952,la ansiedad m ha vuelto tan antisocial q a cada rato quiero cancelar los planes,1,la ansiedad m ha vuelto tan antisocial q cada rato quiero cancelar los planes,es
1955,Mi maestra dijo que el estar ansioso no es una emoción… es algo mas complicado 🥹 te amo Teacher Alex ❤️ 🇺🇦,1,mi maestra dijo que el estar ansioso no es una emocion es algo mas complicado te amo teacher alex,es
1967,"Hoy se hacen 300 días desde que Morfeo vino a casita, a alegrarme la vida, a sacarme de mi depresión, a cacarear cuando me río, a dar esos saltitos de felicidad cuando me ve, a morderme cuando soy un pesado pegajoso... Que decir del mejor gato del mundo 😭 mas bueno imposible. https://t.co/ITiMztp5zc",1,hoy se hacen dias desde que morfeo vino casita alegrarme la vida sacarme de mi depresion cacarear cuando me rio dar esos saltitos de felicidad cuando me ve morderme cuando soy un pesado pegajoso que decir del mejor gato del mundo mas bueno imposible,es
1973,A webo entonces la depresión que tengo ahorita qué es??? https://t.co/bcFgPJQhNf,1,webo entonces la depresion que tengo ahorita que es,es
1974,"Les cuento que ya estoy a mi 90%, muy bien, si sufres de depresión te aconsejo alejarte de redes sociales un tiempo, sobretodo de Twitter con sus noticias amarillistas y uribistas. 😆
Mi refugio en esos tiempos son los reels de animalitos en IG y tableros de pinterest.👌",1,les cuento que ya estoy mi muy bien si sufres de depresion te aconsejo alejarte de redes sociales un tiempo sobretodo de twitter con sus noticias amarillistas y uribistas mi refugio en esos tiempos son los reels de animalitos en ig y tableros de pinterest,es
1975,Increíble la ansiedad que manejo que me dormí a las cuatro y media despierto A LAS OCHO,1,increible la ansiedad que manejo que me dormi las cuatro y media despierto las ocho,es
1990,"Tengo más de 20 días sin sentir NINGÚN síntoma de la ansiedad, no me quiero alegrar porque sé que hay recaídas pero DIOSSS que bien se siente volver a ser yo 🙏🙏🙏🙏🙏",1,tengo mas de dias sin sentir ningun sintoma de la ansiedad no me quiero alegrar porque se que hay recaidas pero diosss que bien se siente volver ser yo,es
1997,Llevo una ansiedad esta semana y la semana que viene será peor 🤦,1,llevo una ansiedad esta semana y la semana que viene sera peor,es
2020,"Esa noche en la que el miedo y la ansiedad abundaba, me pare a mi misma y me dije, maria vas a ser feliz y vas a ser fuerte y me dormí y a día de hoy estoy luchando por cumplirlo",1,esa noche en la que el miedo y la ansiedad abundaba me pare mi misma y me dije maria vas ser feliz y vas ser fuerte y me dormi y dia de hoy estoy luchando por cumplirlo,es
2024,El pensar q voy estar sola de nuevo me tiene en una depresión severa.,1,el pensar q voy estar sola de nuevo me tiene en una depresion severa,es
2037,@qmallei El ejercicio me a ayudado bastante con al ansiedad quizas también te sirva,1,el ejercicio me ayudado bastante con al ansiedad quizas tambien te sirva,es
2042,"Otra vez desperté con taquicardia y temblando por ansiedad y ya me estoy empezando a cansar de sentir esto, no puedo dormir tranquila porque todos los días me despierta la angustia :(",1,otra vez desperte con taquicardia y temblando por ansiedad y ya me estoy empezando cansar de sentir esto no puedo dormir tranquila porque todos los dias me despierta la angustia,es
2060,"La ansiedad y estrés que cargo, estoy a un pucho de explotar",1,la ansiedad y estres que cargo estoy un pucho de explotar,es
2,Una chama tan bella de chivacoa dijo “como estai” ahí se le fue lo bonita,0,una chama tan bella de chivacoa dijo como estai ahi se le fue lo bonita,es
3,"Piensa positiva no importa cuán dura sea la vida
iHerb  
ٱےهےربَ ٱےهـربَ
🌿
☔️⏩DUL9673⏪☔️
                                 
☔️⏩DUL9673⏪☔️

---------------------------
7V2051",0,piensa positiva no importa cuan dura sea la vida iherb dul dul v,es
4,🧨PSOE y Unidas Podemos presentan mañana en el Congreso de los Diputados una propuesta para cambiar el delito de sedición,0,psoe y unidas podemos presentan manana en el congreso de los diputados una propuesta para cambiar el delito de sedicion,es
6,"¡Viva Morona Santiago en sus 69 años de provincialización! 

#CoopLaMerced saluda a la linda tierra intercultural, llena de flora y fauna, lugar de mujeres y hombres trabajadores y valientes. https://t.co/xjJVbjo4C6",0,viva morona santiago en sus anos de provincializacion cooplamerced saluda la linda tierra intercultural llena de flora y fauna lugar de mujeres y hombres trabajadores y valientes,es
7,"@SiqueRodriguez Pues haz tu trabajo, como lo hace la prensa de Madrid",0,pues haz tu trabajo como lo hace la prensa de madrid,es
9,SE ACABARON LOS BOLETOS!!!!! VAMOOOS MI @AmericaFemenil!! Vamos por la copa!,0,se acabaron los boletos vamooos mi vamos por la copa,es
10,@Gabo_Exposito De uñacaaa papu!!,0,de unacaaa papu,es
12,"Mi madre se volvió una adicta a mi. Sus mensajes de todos los días son, vas a venir, ejutaiko, eju jakaru, que haces no vas a venir hoy, aju jakaiu 😂😂😂😂 que mal acostumbrada la tengo 😫😫😫",0,mi madre se volvio una adicta mi sus mensajes de todos los dias son vas venir ejutaiko eju jakaru que haces no vas venir hoy aju jakaiu que mal acostumbrada la tengo,es
13,"@ndjeteresa @MaraMarisa4 Tranquilidad, gente. Ha dicho que ""es mil veces"", pero no ha especificado si mejor o peor",0,tranquilidad gente ha dicho que es mil veces pero no ha especificado si mejor o peor,es
14,na espera. https://t.co/CD2AfU73BC,0,na espera,es
15,Mañana 😭🤙✨💖,0,manana,es
19,@NachoRgz Lo que tu digas cornudo 😂,0,lo que tu digas cornudo,es
20,Loca y rara 👆🏻 https://t.co/qhz8sml3KP,0,loca y rara,es
21,@AlvarezMacas @EcuadorPlay @eluniversocom Dramático,0,dramatico,es
22,@monerohernandez Buena cromada,0,buena cromada,es
23,"—Si cierran Twitter, me voy a Mastodon.
—Pero de casa no te vas.
—Mami.
—45 años tienes, Jesús José.",0,si cierran twitter me voy mastodon pero de casa no te vas mami anos tienes jesus jose,es
24,@LuquitaRodrigue Era la waska-waska de Pique o la Antonito De La Rua en ese momento? https://t.co/ze8u3KDpO6,0,era la waska waska de pique o la antonito de la rua en ese momento,es
25,"@elpce @Correos Os deben favores eh?
Este @sanchezcastejon no tiene escrúpulos…",0,os deben favores eh este no tiene escrupulos,es
26,@NatalieMB4 En su discurso que duró 2 horas y media pudo explicar ampliamente por qué no se puede hacer el censo el 2023 y demostrar que tienen razón pero su silencio lo dice todo no tiene interés en los problemas del país.,0,en su discurso que duro horas y media pudo explicar ampliamente por que no se puede hacer el censo el y demostrar que tienen razon pero su silencio lo dice todo no tiene interes en los problemas del pais,es
27,cuando carajo pensé que era buena idea salir a pedalear y volver a trabajar¿?¿?¿,0,cuando carajo pense que era buena idea salir pedalear y volver trabajar,es
28,En verdad que hace un año no me imaginaba estar donde estoy ahorita,0,en verdad que hace un ano no me imaginaba estar donde estoy ahorita,es
29,"Recuerdo que la primera vez que ví esa escena de Julieta comiendo mucha comida en la mesa, me traumé jajaja",0,recuerdo que la primera vez que vi esa escena de julieta comiendo mucha comida en la mesa me traume,es
32,"🔜 La Clínica Jurídica @MigRef_UDP invita a toda nuestra comunidad a ser parte de la Feria Interdisciplinaria ""Migra-Atención"", que se desarrollará este próximo sábado 12 de noviembre, entre las 09 y las 12 horas, en nuestra Facultad (República 105)✔️

👉🏼https://t.co/xDFUbamnkS https://t.co/Ebj4mjEmsf",0,la clinica juridica invita toda nuestra comunidad ser parte de la feria interdisciplinaria migra atencion que se desarrollara este proximo sabado de noviembre entre las y las horas en nuestra facultad republica,es
33,Busco trabajo https://t.co/5sq5OonWAP,0,busco trabajo,es
34,"@untaldonchimbo @makalmo @AHWhiteC Las consecuencias son lluvias y/o sequías más prolongadas, entre otras. Respecto al tema actual es porque el mundo está cagado porque no tenemos otra fuente de energía estable y que de dinero, no por eso lo de @petrogustavo deja de ser verdad.",0,las consecuencias son lluvias y o sequias mas prolongadas entre otras respecto al tema actual es porque el mundo esta cagado porque no tenemos otra fuente de energia estable y que de dinero no por eso lo de deja de ser verdad,es
35,"#TheViewing o House on Haunted Hill meets Mandy in Cabinet of Curiosities, un episodio en el que Panos Cosmatos es más fiel a su estilo que al de la serie repitiendo viejos pero efectivos trucos en un nuevo viaje lisérgico con aires analógicos que tan solo él podría hacer. 8'5/10 https://t.co/KDOyiNtv1L",0,theviewing o house on haunted hill meets mandy in cabinet of curiosities un episodio en el que panos cosmatos es mas fiel su estilo que al de la serie repitiendo viejos pero efectivos trucos en un nuevo viaje lisergico con aires analogicos que tan solo el podria hacer,es
36,"@emmaaax55 Buah, y en las dos su compañero solo fue capaz de ganar una carrera, y se quedó a más o menos 70 puntos
Lo que pasa es que Kimi quedó 3º, no 6º",0,buah y en las dos su companero solo fue capaz de ganar una carrera y se quedo mas o menos puntos lo que pasa es que kimi quedo no,es
39,@durga_145 @mamen20081 😂😂😂😂 a mi si pero no había Internet y no se formaba esto,0,mi si pero no habia internet y no se formaba esto,es
40,@bbymica_ No le esta pidiendo que lo salve. Le dice que es el más débil.  Pero queda bien con Nacho ya que dice que no quiere que él este. Falso #ChauJuan,0,no le esta pidiendo que lo salve le dice que es el mas debil pero queda bien con nacho ya que dice que no quiere que el este falso chaujuan,es
44,"@AmestoyCesar Awwww
Que lindos 😍",0,awwww que lindos,es
45,"@cinnaao @lyberion @jenherranz @Wismichu Entonces una persona no puede hacer el intento de enmendar sus errores, sin negarlos ni tratar de ocultarlos, porque ""el daño ya esta hecho jaja"". Supongo que nadie ha querido enmendar un error del que se arrepiente y sois todos perfectos 💁‍♂️",0,entonces una persona no puede hacer el intento de enmendar sus errores sin negarlos ni tratar de ocultarlos porque el dano ya esta hecho supongo que nadie ha querido enmendar un error del que se arrepiente y sois todos perfectos,es
47,"—Pero Nacho, has llamado tu tumblr como el protagonista de tu novela?
—Eh... es una manera de verlo *sonidos de flashback a su nick del msn*",0,pero nacho has llamado tu tumblr como el protagonista de tu novela eh es una manera de verlo sonidos de flashback su nick del msn,es
49,@rosamariaartal Es alucinante oír estas pantochadas. Lo peor q alguien se lo crea,0,es alucinante oir estas pantochadas lo peor q alguien se lo crea,es
52,@asofiacalles No le veo lo malo la verdad,0,no le veo lo malo la verdad,es
53,"@Saturnie21 Verdad que si, tiene cara de que se comeria unos 10 jaja",0,verdad que si tiene cara de que se comeria unos,es
56,@jorgegzlopez @NachoRgz @mau_rodriguez77 @TwitterMexico Cómo les encanta especular mmdas a gente como tú. Dan risa,0,como les encanta especular mmdas gente como tu dan risa,es
57,"""Hay varios compañeros que ya manifestaron su vocación de ser, con el Ateneo tenemos voluntad y vocación: queremos recuperar Lanús. Para eso debemos tener la capacidad de gobernar y mejorarle la vida a la gente que debe sentir que el peronismo lo defiende""",0,hay varios companeros que ya manifestaron su vocacion de ser con el ateneo tenemos voluntad y vocacion queremos recuperar lanus para eso debemos tener la capacidad de gobernar y mejorarle la vida la gente que debe sentir que el peronismo lo defiende,es
58,"A nuestrxs compañerxs de la @CTA_Chubut CTA de lxs Trabajadorxs  #Chubut

https://t.co/84I1xMS5NR",0,nuestrxs companerxs de la cta de lxs trabajadorxs chubut,es
60,"@MarcelaSaebL Los va a traer cuál gallinas descabezada, tratando de demostrar que es cierto.",0,los va traer cual gallinas descabezada tratando de demostrar que es cierto,es
61,@iratxelopxz hombre esq como en casa en ningun sitio,0,hombre esq como en casa en ningun sitio,es
62,hoy quiero mentarle la madre a todos,0,hoy quiero mentarle la madre todos,es
63,"¡El amor sin libertad, dura lo que un estornudo!

RA",0,el amor sin libertad dura lo que un estornudo ra,es
65,@_3Gramos Jajajajajajaja pobre idiota jajajajajajaja quien SOS? Hueco idiota su vanidad aplastar en el piso este domingo me gastaré el sueldo,0,pobre idiota quien sos hueco idiota su vanidad aplastar en el piso este domingo me gastare el sueldo,es
66,@jsanrom1 @guillesc_ @enertiu @AnonimiaSG Siempre el mismo rollo.,0,siempre el mismo rollo,es
71,@izaa_moraz yo tmb lo uso pero me refiero q en iphone tne la cara chueca,0,yo tmb lo uso pero me refiero q en iphone tne la cara chueca,es
72,Me prestaste todo lo que me faltaba…,0,me prestaste todo lo que me faltaba,es
74,Ojalá alguien gustará de mi como a mí me gusta Ñengo jaka,0,ojala alguien gustara de mi como mi me gusta nengo jaka,es
76,@jrsestaca @INEMexico Mensaje para los Ratas Prianistas. https://t.co/JfGKvIhWyI,0,mensaje para los ratas prianistas,es
77,Lejos de esas amistades falsas😶‍🌫️😮‍💨,0,lejos de esas amistades falsas,es
78,Lpm necesito terminarme el tatuajeeee juanpi forrooo😔😔 1 like y lo escracho a mí ex tatuador 😂,0,lpm necesito terminarme el tatuajeeee juanpi forrooo like y lo escracho mi ex tatuador,es
79,@adrianabravist6 Si supiera lo q la gente quiera  jajaa,0,si supiera lo q la gente quiera,es
80,@UOLNoticias Lágrimas de crocodilo 🐊,0,lagrimas de crocodilo,es
81,@JmpSadman yo feliz sinceramente,0,yo feliz sinceramente,es
82,@clandestino0es3 @chivassolis Si.sin sexo .yo tuve novias varias para tener sexo y ella debe hacer tenido algún tipo por ahí pero en casa nada ninguno de los dos. Y de noche siempre los dos en casa .dormimos en piezas separadas!! Sin sexo repito!! Los gastos de la casa los pago yo como cuando estábamos juntos,0,si sin sexo yo tuve novias varias para tener sexo y ella debe hacer tenido algun tipo por ahi pero en casa nada ninguno de los dos y de noche siempre los dos en casa dormimos en piezas separadas sin sexo repito los gastos de la casa los pago yo como cuando estabamos juntos,es
83,"@YulyChira Habla la negra que vive entre gringos como gringos 🤣 En fin, que se vuelva a África, que seguro está mejor. Como dices, qué aburridos los gringos",0,habla la negra que vive entre gringos como gringos en fin que se vuelva africa que seguro esta mejor como dices que aburridos los gringos,es
84,"Juan flashea que afuera le tienen fe, tremendo mufa es #Gh2002 #GranHernano2022 #GH2022 https://t.co/4kPbxIfhZU",0,juan flashea que afuera le tienen fe tremendo mufa es gh granhernano gh,es
85,@EdgarBonillalo1 @Hechizero_38 @AccionNacional @adandominguez @CruzGConsuelo @PartidoMorenaMx Me voy a favor del pan,0,me voy favor del pan,es
86,Más allá del 2024 tu carrera está acabada @Claudiashein #TiemblaClaudia,0,mas alla del tu carrera esta acabada tiemblaclaudia,es
87,"@EmilioDelgadoOr Olé, olé y olé!
Eso es repasar. Me quito el sombrero contigo👏👏👏👏👏",0,ole ole y ole eso es repasar me quito el sombrero contigo,es
88,@GNBVCostera @REDI__ORIENTAL @GNBCmdtGral A todos deben de agarrar xq no es gusto q los niños y sus representantes anden con miedo por culpa de todas esas personas,0,todos deben de agarrar xq no es gusto q los ninos y sus representantes anden con miedo por culpa de todas esas personas,es
89,"Grandes explosiones💥 se pueden escuchar alrededor de la ciudad de #KhersonisUkraine 

#RussianWarCrimes #RussiaIsATerroristState #RussiaIsANaziState #Ucrania #IranIsATerroristState https://t.co/2tPvgmn2uV",0,grandes explosiones se pueden escuchar alrededor de la ciudad de khersonisukraine russianwarcrimes russiaisaterroriststate russiaisanazistate ucrania iranisaterroriststate,es
90,"@marikonea Misógina, con eso ya lo dijiste todo",0,misogina con eso ya lo dijiste todo,es
91,@Lukito_El_456 @DlECISIETE17 @brrr_polar @HernanSCastillo no desinformes men 🤦🏾‍♂️🤦🏾‍♂️ uruguay no tiene tanta gente,0,no desinformes men uruguay no tiene tanta gente,es
93,@DanielRudas14 Así me siento 😔😂,0,asi me siento,es
94,Yo te busco en la doble R tintia’,0,yo te busco en la doble r tintia,es
96,@MaEmaCardenas1 Gracias y buenas tardes Ma.Ema! #FelizJueves 🤗🥰😘🌹 https://t.co/OeVdZRUrZE,0,gracias y buenas tardes ma ema felizjueves,es
97,@DVC52ANZOATCVC Venezuela seguiremos adelante @DVC52ANZOATCVC,0,venezuela seguiremos adelante,es
98,@AdriFonsecaC Es La Hija Pródiga De Veracruz https://t.co/qHakITJI8C,0,es la hija prodiga de veracruz,es
99,Mi prima me dijo que gracias a mí no entró en crisis de ansiedad hoy en la oficina🥺 si ella supiera cuánto la quiero y admiro.,0,mi prima me dijo que gracias mi no entro en crisis de ansiedad hoy en la oficina si ella supiera cuanto la quiero y admiro,es
100,@jeanettecavile1 @sebastiana34 @carolinapinoc @gabrielboric Que sectores ?? Porque cholchol hace rato solución el problema chomio tracura etc etc poco a poco han instalado sus redes ya desde el 2016 muchos sectores apartados tienen agua yo arriendo piezas y doy colación  a la empresa que fue a hacer las redes de agua potable,0,que sectores porque cholchol hace rato solucion el problema chomio tracura etc etc poco poco han instalado sus redes ya desde el muchos sectores apartados tienen agua yo arriendo piezas y doy colacion la empresa que fue hacer las redes de agua potable,es
101,"@GolDeGodin_ Campeón: Brasil
Subcampeón: Francia
Tercero: Argentina
Máximo goleador: Mbappe
Máximo asistente: Vinicius
MVP: Neymar",0,campeon brasil subcampeon francia tercero argentina maximo goleador mbappe maximo asistente vinicius mvp neymar,es
102,"@G7Hugo @nanoxve Lo del regimiento ya fue desmentido, así que cambie su argumento mal intencionado",0,lo del regimiento ya fue desmentido asi que cambie su argumento mal intencionado,es
