,Comentarios,Depresivo,TweetPre,Idioma
1808,"Empecé el día rara, con ansiedad y el corazón a mil 🙇🏻‍♀️",1,empece dia rara ansiedad corazon mil,es
1809,"Ayer me dio un ataque de ansiedad bestia y tuve que irme de clases.

Hoy, gracias a todo el cariño de @neus_mir estoy mejor y he podido tener una mañana productiva.

Animo a todos los que esteis estudiando 🤝",1,ayer dio ataque ansiedad bestia irme clases hoy gracias carino mejor podido tener manana productiva animo esteis estudiando,es
1819,"Como todo el día y no paro de bajar de peso, ta chiquita la ansiedad que manejo",1,dia paro bajar peso ta chiquita ansiedad manejo,es
1823,"@MayllencoFranc Ya ves.
En mi historial médico se lee ...
Depresión
AG
Abuso de analgésicos
Migraña con aura
Fibromialgia...Etc
Pues todo es por la fibro o son delirios míos o por llamar la atención...
Voy al psicólogo 2 veces al mes porque no puedo pagar más y la sanidad pública pasa de mí...",1,f historial medico lee depresion ag abuso analgesicos migrana aura fibromialgia etc pues fibro delirios mios llamar atencion voy psicologo veces me puedo pagar ma sanidad publica pasa,es
1825,todo es depresión,1,depresion,es
1831,"Se qué puedo, no soy mi depresión, soy más que eso.",1,puedo depresion ma,es
1852,Hoy con más ansiedad que nada,1,hoy ma ansiedad,es
1871,No sabía q los nervios y la ansiedad podrían hacerme pasar por lo q estoy pasando,1,sabia q nervios ansiedad podrian hacerme pasar q pasando,es
1880,"@LeoSanchezMfc Es jodido cuando la ansiedad te pega, cuando por más que intentas todas las puertas se cierran y no encontrás solución, pero hay que ver hasta donde se llega.",1,jodido ansiedad pega ma intentas toda puertas cierran encontras solucion ver llega,es
1885,"Chicos tengan cuidado, la depresión puede ser un caso fatal.. https://t.co/MO90zzYjPp",1,chico cuidado depresion puede ser caso fatal,es
1898,"Que bajón que no me puedo ni mirar al espejo porque el color de turra que me pusieron en el pelo me angustia demasiado. Si antes estaba deprimida, ahora estoy a un paso de la morision.",1,bajon puedo mirar espejo color turra pusieron pelo angustia demasiado si deprimida ahora paso morision,es
1934,Diganme que no soy el único que tacha temas que no ha estudiado por ansiedad¿?,1,diganme unico tacha temas estudiado ansiedad,es
1942,Antes de comer primero piensa si realmente tienes hambre ya que a veces el acto  de comer es una simple respuesta a la ANSIEDAD  y al ESTRÉS  en que vivimos diariamente.,1,comer primero piensa si realmente hambre veces acto comer simple respuesta ansiedad estres vivimos diariamente,es
1948,"Dormí la mitad de lo que se supone que debo dormir, la ansiedad se disparó a mil y el mundo se percibe el triple de cruel",1,dormi mitad supone debo dormir ansiedad disparo mil mundo percibe triple cruel,es
1952,la ansiedad m ha vuelto tan antisocial q a cada rato quiero cancelar los planes,1,ansiedad m vuelto tan antisocial q cada rato quiero cancelar plane,es
1955,Mi maestra dijo que el estar ansioso no es una emoción… es algo mas complicado 🥹 te amo Teacher Alex ❤️ 🇺🇦,1,maestra dijo ansioso emocion ma complicado amo teacher alex,es
1967,"Hoy se hacen 300 días desde que Morfeo vino a casita, a alegrarme la vida, a sacarme de mi depresión, a cacarear cuando me río, a dar esos saltitos de felicidad cuando me ve, a morderme cuando soy un pesado pegajoso... Que decir del mejor gato del mundo 😭 mas bueno imposible. https://t.co/ITiMztp5zc",1,hoy hacen dia morfeo vino casita alegrarme vida sacarme depresion cacarear rio dar saltitos felicidad ve morderme pesado pegajoso decir mejor gato mundo ma bueno imposible,es
1973,A webo entonces la depresión que tengo ahorita qué es??? https://t.co/bcFgPJQhNf,1,webo entonces depresion ahorita,es
1974,"Les cuento que ya estoy a mi 90%, muy bien, si sufres de depresión te aconsejo alejarte de redes sociales un tiempo, sobretodo de Twitter con sus noticias amarillistas y uribistas. 😆
Mi refugio en esos tiempos son los reels de animalitos en IG y tableros de pinterest.👌",1,cuento bien si sufres depresion aconsejo alejarte redes sociales tiempo sobretodo twitter noticias amarillistas uribistas refugio tiempos reel animalitos ig tableros pinterest,es
1975,Increíble la ansiedad que manejo que me dormí a las cuatro y media despierto A LAS OCHO,1,increible ansiedad manejo dormi cuatro medium despierto ocho,es
1990,"Tengo más de 20 días sin sentir NINGÚN síntoma de la ansiedad, no me quiero alegrar porque sé que hay recaídas pero DIOSSS que bien se siente volver a ser yo 🙏🙏🙏🙏🙏",1,ma dia sentir ningun sintoma ansiedad quiero alegrar recaidas diosss bien volver ser,es
1997,Llevo una ansiedad esta semana y la semana que viene será peor 🤦,1,llevo ansiedad semana semana viene serum peor,es
2020,"Esa noche en la que el miedo y la ansiedad abundaba, me pare a mi misma y me dije, maria vas a ser feliz y vas a ser fuerte y me dormí y a día de hoy estoy luchando por cumplirlo",1,noche miedo ansiedad abundaba pare misma dije maria va ser feliz va ser fuerte dormi dia hoy luchando cumplirlo,es
2024,El pensar q voy estar sola de nuevo me tiene en una depresión severa.,1,pensar q voy sola nuevo depresion severa,es
2037,@qmallei El ejercicio me a ayudado bastante con al ansiedad quizas también te sirva,1,ejercicio ayudado bastante ansiedad quizas tambien sirva,es
2042,"Otra vez desperté con taquicardia y temblando por ansiedad y ya me estoy empezando a cansar de sentir esto, no puedo dormir tranquila porque todos los días me despierta la angustia :(",1,vez desperte taquicardia temblando ansiedad empezando cansar sentir puedo dormir tranquila dia despierta angustia,es
2060,"La ansiedad y estrés que cargo, estoy a un pucho de explotar",1,ansiedad estres cargo pucho explotar,es
2,Una chama tan bella de chivacoa dijo “como estai” ahí se le fue lo bonita,0,chama tan bella chivacoa dijo estai ahi bonita,es
3,"Piensa positiva no importa cuán dura sea la vida
iHerb  
ٱےهےربَ ٱےهـربَ
🌿
☔️⏩DUL9673⏪☔️
                                 
☔️⏩DUL9673⏪☔️

---------------------------
7V2051",0,piensa positiva importa cuan dura vida iherb dul dul v,es
4,🧨PSOE y Unidas Podemos presentan mañana en el Congreso de los Diputados una propuesta para cambiar el delito de sedición,0,psoe unidas podemos presentan manana congreso diputados propuesta cambiar delito sedicion,es
6,"¡Viva Morona Santiago en sus 69 años de provincialización! 

#CoopLaMerced saluda a la linda tierra intercultural, llena de flora y fauna, lugar de mujeres y hombres trabajadores y valientes. https://t.co/xjJVbjo4C6",0,viva morona santiago ano provincializacion cooplamerced saluda linda tierra intercultural llena flora fauna lugar mujeres hombre trabajadores valientes,es
7,"@SiqueRodriguez Pues haz tu trabajo, como lo hace la prensa de Madrid",0,pues haz trabajo hace prensa madrid,es
9,SE ACABARON LOS BOLETOS!!!!! VAMOOOS MI @AmericaFemenil!! Vamos por la copa!,0,acabaron boletos vamooos vamos copa,es
10,@Gabo_Exposito De uñacaaa papu!!,0,unacaaa papu,es
12,"Mi madre se volvió una adicta a mi. Sus mensajes de todos los días son, vas a venir, ejutaiko, eju jakaru, que haces no vas a venir hoy, aju jakaiu 😂😂😂😂 que mal acostumbrada la tengo 😫😫😫",0,madre volvio adicta mensajes dia va venir ejutaiko eju jakaru haces va venir hoy aju jakaiu mal acostumbrada,es
13,"@ndjeteresa @MaraMarisa4 Tranquilidad, gente. Ha dicho que ""es mil veces"", pero no ha especificado si mejor o peor",0,tranquilidad gente dicho mil veces especificado si mejor peor,es
14,na espera. https://t.co/CD2AfU73BC,0,na espera,es
15,Mañana 😭🤙✨💖,0,manana,es
19,@NachoRgz Lo que tu digas cornudo 😂,0,digas cornudo,es
20,Loca y rara 👆🏻 https://t.co/qhz8sml3KP,0,loca rara,es
21,@AlvarezMacas @EcuadorPlay @eluniversocom Dramático,0,dramatico,es
22,@monerohernandez Buena cromada,0,buena cromada,es
23,"—Si cierran Twitter, me voy a Mastodon.
—Pero de casa no te vas.
—Mami.
—45 años tienes, Jesús José.",0,si cierran twitter voy mastodon casa va mami ano jesus jose,es
24,@LuquitaRodrigue Era la waska-waska de Pique o la Antonito De La Rua en ese momento? https://t.co/ze8u3KDpO6,0,waska waska pique antonito rua momento,es
25,"@elpce @Correos Os deben favores eh?
Este @sanchezcastejon no tiene escrúpulos…",0,deben favores eh escrupulos,es
26,@NatalieMB4 En su discurso que duró 2 horas y media pudo explicar ampliamente por qué no se puede hacer el censo el 2023 y demostrar que tienen razón pero su silencio lo dice todo no tiene interés en los problemas del país.,0,discurso duro horas medium pudo explicar ampliamente puede hacer censo demostrar razon silencio dice interes problemas pais,es
27,cuando carajo pensé que era buena idea salir a pedalear y volver a trabajar¿?¿?¿,0,carajo pense buena idea salir pedalear volver trabajar,es
28,En verdad que hace un año no me imaginaba estar donde estoy ahorita,0,verdad hace ano imaginaba ahorita,es
29,"Recuerdo que la primera vez que ví esa escena de Julieta comiendo mucha comida en la mesa, me traumé jajaja",0,recuerdo primera vez vi escena julieta comiendo mucha comida mesa traume,es
32,"🔜 La Clínica Jurídica @MigRef_UDP invita a toda nuestra comunidad a ser parte de la Feria Interdisciplinaria ""Migra-Atención"", que se desarrollará este próximo sábado 12 de noviembre, entre las 09 y las 12 horas, en nuestra Facultad (República 105)✔️

👉🏼https://t.co/xDFUbamnkS https://t.co/Ebj4mjEmsf",0,clinica juridica invita toda comunidad ser parte feria interdisciplinaria migra atencion desarrollara proximo sabado noviembre horas facultad republica,es
33,Busco trabajo https://t.co/5sq5OonWAP,0,busco trabajo,es
34,"@untaldonchimbo @makalmo @AHWhiteC Las consecuencias son lluvias y/o sequías más prolongadas, entre otras. Respecto al tema actual es porque el mundo está cagado porque no tenemos otra fuente de energía estable y que de dinero, no por eso lo de @petrogustavo deja de ser verdad.",0,consecuencias lluvias sequias ma prolongadas respecto tema actual mundo cagado fuente energia estable dinero deja ser verdad,es
35,"#TheViewing o House on Haunted Hill meets Mandy in Cabinet of Curiosities, un episodio en el que Panos Cosmatos es más fiel a su estilo que al de la serie repitiendo viejos pero efectivos trucos en un nuevo viaje lisérgico con aires analógicos que tan solo él podría hacer. 8'5/10 https://t.co/KDOyiNtv1L",0,theviewing house on haunt hill meet mandy in cabinet of curiosity episodio panos cosmatos ma fiel estilo serie repitiendo viejos efectivos trucos nuevo viaje lisergico aire analogicos tan solo podria hacer,es
36,"@emmaaax55 Buah, y en las dos su compañero solo fue capaz de ganar una carrera, y se quedó a más o menos 70 puntos
Lo que pasa es que Kimi quedó 3º, no 6º",0,buah do companero solo capaz ganar carrera quedo ma menos puntos pasa kimi quedo,es
39,@durga_145 @mamen20081 😂😂😂😂 a mi si pero no había Internet y no se formaba esto,0,si habia internet formaba,es
40,@bbymica_ No le esta pidiendo que lo salve. Le dice que es el más débil.  Pero queda bien con Nacho ya que dice que no quiere que él este. Falso #ChauJuan,0,pidiendo salve dice ma debil queda bien nacho dice quiere falso chaujuan,es
44,"@AmestoyCesar Awwww
Que lindos 😍",0,awww lindos,es
45,"@cinnaao @lyberion @jenherranz @Wismichu Entonces una persona no puede hacer el intento de enmendar sus errores, sin negarlos ni tratar de ocultarlos, porque ""el daño ya esta hecho jaja"". Supongo que nadie ha querido enmendar un error del que se arrepiente y sois todos perfectos 💁‍♂️",0,entonces persona puede hacer intento enmendar errores negarlos tratar ocultarlos dano hecho supongo nadie querido enmendar error arrepiente perfectos,es
47,"—Pero Nacho, has llamado tu tumblr como el protagonista de tu novela?
—Eh... es una manera de verlo *sonidos de flashback a su nick del msn*",0,nacho llamado tumblr protagonista novela eh manera verlo sonidos flashback nick msn,es
49,@rosamariaartal Es alucinante oír estas pantochadas. Lo peor q alguien se lo crea,0,alucinante oir pantochadas peor q alguien crea,es
52,@asofiacalles No le veo lo malo la verdad,0,veo malo verdad,es
53,"@Saturnie21 Verdad que si, tiene cara de que se comeria unos 10 jaja",0,verdad si cara comeria,es
56,@jorgegzlopez @NachoRgz @mau_rodriguez77 @TwitterMexico Cómo les encanta especular mmdas a gente como tú. Dan risa,0,encanta especular mmdas gente dan risa,es
57,"""Hay varios compañeros que ya manifestaron su vocación de ser, con el Ateneo tenemos voluntad y vocación: queremos recuperar Lanús. Para eso debemos tener la capacidad de gobernar y mejorarle la vida a la gente que debe sentir que el peronismo lo defiende""",0,varios companeros manifestaron vocacion ser ateneo voluntad vocacion queremos recuperar lanus debemos tener capacidad gobernar mejorarle vida gente debe sentir peronismo defiende,es
58,"A nuestrxs compañerxs de la @CTA_Chubut CTA de lxs Trabajadorxs  #Chubut

https://t.co/84I1xMS5NR",0,nuestrxs companerxs cta lx trabajadorxs chubut,es
60,"@MarcelaSaebL Los va a traer cuál gallinas descabezada, tratando de demostrar que es cierto.",0,va traer gallina descabezada tratando demostrar cierto,es
61,@iratxelopxz hombre esq como en casa en ningun sitio,0,hombre esq casa ningun sitio,es
62,hoy quiero mentarle la madre a todos,0,hoy quiero mentarle madre,es
63,"¡El amor sin libertad, dura lo que un estornudo!

RA",0,amor libertad dura estornudo ra,es
65,@_3Gramos Jajajajajajaja pobre idiota jajajajajajaja quien SOS? Hueco idiota su vanidad aplastar en el piso este domingo me gastaré el sueldo,0,pobre idiota so hueco idiota vanidad aplastar piso domingo gastare sueldo,es
66,@jsanrom1 @guillesc_ @enertiu @AnonimiaSG Siempre el mismo rollo.,0,siempre mismo rollo,es
71,@izaa_moraz yo tmb lo uso pero me refiero q en iphone tne la cara chueca,0,tmb uso refiero q iphone tne cara chueca,es
72,Me prestaste todo lo que me faltaba…,0,prestaste faltaba,es
74,Ojalá alguien gustará de mi como a mí me gusta Ñengo jaka,0,ojala alguien gustara gusta nengo jaka,es
76,@jrsestaca @INEMexico Mensaje para los Ratas Prianistas. https://t.co/JfGKvIhWyI,0,mensaje ratas prianistas,es
77,Lejos de esas amistades falsas😶‍🌫️😮‍💨,0,lejos amistades falsas,es
78,Lpm necesito terminarme el tatuajeeee juanpi forrooo😔😔 1 like y lo escracho a mí ex tatuador 😂,0,lpm necesito terminarme tatuajeee juanpi forrooo like escracho ex tatuador,es
79,@adrianabravist6 Si supiera lo q la gente quiera  jajaa,0,si supiera q gente quiera,es
80,@UOLNoticias Lágrimas de crocodilo 🐊,0,lagrimas crocodilo,es
81,@JmpSadman yo feliz sinceramente,0,feliz sinceramente,es
82,@clandestino0es3 @chivassolis Si.sin sexo .yo tuve novias varias para tener sexo y ella debe hacer tenido algún tipo por ahí pero en casa nada ninguno de los dos. Y de noche siempre los dos en casa .dormimos en piezas separadas!! Sin sexo repito!! Los gastos de la casa los pago yo como cuando estábamos juntos,0,si sexo novias varias tener sexo debe hacer algun tipo ahi casa ninguno do noche siempre do casa dormimos piezas separadas sexo repito gastos casa pago estabamos junto,es
83,"@YulyChira Habla la negra que vive entre gringos como gringos 🤣 En fin, que se vuelva a África, que seguro está mejor. Como dices, qué aburridos los gringos",0,habla negra vive gringo gringo fin vuelva africa seguro mejor dice aburridos gringo,es
84,"Juan flashea que afuera le tienen fe, tremendo mufa es #Gh2002 #GranHernano2022 #GH2022 https://t.co/4kPbxIfhZU",0,juan flashea afuera fe tremendo mufa gh granhernano gh,es
85,@EdgarBonillalo1 @Hechizero_38 @AccionNacional @adandominguez @CruzGConsuelo @PartidoMorenaMx Me voy a favor del pan,0,voy favor pan,es
86,Más allá del 2024 tu carrera está acabada @Claudiashein #TiemblaClaudia,0,ma alla carrera acabada tiemblaclaudia,es
87,"@EmilioDelgadoOr Olé, olé y olé!
Eso es repasar. Me quito el sombrero contigo👏👏👏👏👏",0,ole ole ole repasar quito sombrero contigo,es
88,@GNBVCostera @REDI__ORIENTAL @GNBCmdtGral A todos deben de agarrar xq no es gusto q los niños y sus representantes anden con miedo por culpa de todas esas personas,0,deben agarrar xq gusto q ninos representantes anden miedo culpa toda persona,es
89,"Grandes explosiones💥 se pueden escuchar alrededor de la ciudad de #KhersonisUkraine 

#RussianWarCrimes #RussiaIsATerroristState #RussiaIsANaziState #Ucrania #IranIsATerroristState https://t.co/2tPvgmn2uV",0,grandes explosiones pueden escuchar alrededor ciudad khersonisukraine russianwarcrimes russiaisaterroriststate russiaisanazistate ucrania iranisaterroriststate,es
90,"@marikonea Misógina, con eso ya lo dijiste todo",0,misogina dijiste,es
91,@Lukito_El_456 @DlECISIETE17 @brrr_polar @HernanSCastillo no desinformes men 🤦🏾‍♂️🤦🏾‍♂️ uruguay no tiene tanta gente,0,desinformes men uruguay tanta gente,es
93,@DanielRudas14 Así me siento 😔😂,0,asi siento,es
94,Yo te busco en la doble R tintia’,0,busco doble r tintia,es
96,@MaEmaCardenas1 Gracias y buenas tardes Ma.Ema! #FelizJueves 🤗🥰😘🌹 https://t.co/OeVdZRUrZE,0,gracias buenas tardes ma ema felizjueves,es
97,@DVC52ANZOATCVC Venezuela seguiremos adelante @DVC52ANZOATCVC,0,venezuela seguiremos adelante,es
98,@AdriFonsecaC Es La Hija Pródiga De Veracruz https://t.co/qHakITJI8C,0,hija prodiga veracruz,es
99,Mi prima me dijo que gracias a mí no entró en crisis de ansiedad hoy en la oficina🥺 si ella supiera cuánto la quiero y admiro.,0,prima dijo gracias entro crisis ansiedad hoy oficina si supiera cuanto quiero admiro,es
100,@jeanettecavile1 @sebastiana34 @carolinapinoc @gabrielboric Que sectores ?? Porque cholchol hace rato solución el problema chomio tracura etc etc poco a poco han instalado sus redes ya desde el 2016 muchos sectores apartados tienen agua yo arriendo piezas y doy colación  a la empresa que fue a hacer las redes de agua potable,0,sectores cholchol hace rato solucion problema chomio tracura etc etc instalado redes sectores apartados agua arriendo piezas doy colacion empresa hacer redes agua potable,es
101,"@GolDeGodin_ Campeón: Brasil
Subcampeón: Francia
Tercero: Argentina
Máximo goleador: Mbappe
Máximo asistente: Vinicius
MVP: Neymar",0,campeon brasil subcampeon francia tercero argentina maximo goleador mbappe maximo asistente vinicius mvp neymar,es
102,"@G7Hugo @nanoxve Lo del regimiento ya fue desmentido, así que cambie su argumento mal intencionado",0,regimiento desmentido asi cambie argumento mal intencionado,es
103,"@alisguerra8 @congresobc Que se puede esperar de esos politicos de ""izquierda"" más que puro circo populista🤦‍♂️",0,puede esperar politico izquierda ma puro circo populista,es
104,"antes te leía Twitter para dormir, y ahora lo leo para llorar.. como cambia todo jaja",0,leia twitter dormir ahora leo llorar cambium,es
105,@Guzel_DenizB Nos están queriendo volver locos 🥺😂 #YalıÇapkını #SeyFer https://t.co/mnb7alLfrm,0,estan queriendo volver locos yal capk n seyfer,es
108,"🤝¡Apoyo!🤝

El director ejecutivo de @InespreRD, @ivanhguzman
destacó en la II Feria Nacional de Innovación y Emprendimiento, por @ProIndustriaRD, que el Gobierno seguirá fomentando el desarrollo e innovación de República Dominicana.

#ElNuevoDiarioRD #Industrias #Ferias https://t.co/PlJXnq5GIu",0,apoyo director ejecutivo destaco ii feria nacional innovacion emprendimiento gobierno seguira fomentando desarrollo innovacion republica dominicana elnuevodiariord industrias feria,es
109,jjajajajaj la respuesta es si porque las redes sociales valen m***,0,respuesta si redes sociales valen m,es
110,En #Ambato en pocos minutos rueda de prensa de Xavier Vilcacundo en el caso de amenaza e intento de intimación por su candidatura a la Alcaldía https://t.co/BIvSJr8im5,0,ambato pocos minutos rueda prensa xavier vilcacundo caso amenaza intento intimacion candidatura alcaldia,es
111,@babieca32 @saludhernandezm @petrogustavo @AerolineaSatena No sea estupido señor 🙄,0,estupido senor,es
112,"me encanta q Piqué un día se separa de Shakira, al otro se retira del fútbol y hoy está organizando un mundial de fútbol de youtubers, q tipo increíble por favorrr lo amo",0,encanta q pique dia separa shakira retira futbol hoy organizando mundial futbol youtubers q tipo increible favorrr amo,es
114,Se me antoga una perfo más,0,antoga perfo ma,es
115,"@Oscarrdr7 @Objetivoatleti @rubenuria @sirolopez el contrato se le hizo cuando daba resultados, ahora mismo no los está dando y se empieza a hablar del salario...",0,contrato hizo daba resultados ahora mismo dando empieza hablar salario,es
116,"@Andicamp7 Bueno tampoco tanto, te bancamos hasta que se vallan los giles, despues la pones en placa y la fletamos",0,bueno tampoco bancamos vallan giles despues pone placa fletamos,es
117,@VicenteFoxQue Estan mejor atendidos y tu que llegaste pobre y saliste rico y tu ha donde te gastasteel sobre precio del peteoleo en tus plataformas y no tuvieron pandemia ni guerra que modifico la economia del mundo y tu prian logro con sus politicas expulsar 40 millones de mex 50 millonepobre,0,estan mejor atendidos llegaste pobre saliste rico gastasteel precio peteoleo plataformas pandemia guerra modifico economia mundo prian logro politicas expulsar millones mex millonepobre,es
119,@Mineducacion @agaviriau Querra decir #GobiernoDelCambio. Porque ése fue el qué Elegimos no el de la gente.,0,querra decir gobiernodelcambio elegimos gente,es
122,@AlejoUr8 mañana boule o que ?,0,manana boule,es
123,decirte lo que te quiero para que sepas lo que vales,0,decirte quiero sepas vale,es
124,@Bernithedude @SiberetSiberet Los animales en la naturaleza siempre atacan a presas que consideran débiles.,0,animales naturaleza siempre atacan presas consideran debiles,es
125,@sanromanesteban Te esta esperando,0,esperando,es
126,Hombre!!! otro hombre!!! y todo a escondidillas ... https://t.co/44CGlGIIXZ,0,hombre hombre escondidillas,es
127,"Che tanto drama por una lista ? Dale Alonso no rompas las pelotas ,son 26 nombres ya está",0,che drama lista dale alonso rompas pelota nombres,es
128,"@GwynevarArt Y con lo que nos van a clavar de aduanas de demás, le pago el billete en primera y me sale más a cuenta. Está todo pensado",0,van clavar aduanas demas pago billete primera sale ma cuenta pensado,es
129,@marcelohoese Muchas veces no recibes lo que das...pero das lo que eres ❤️,0,muchas veces recibes da da,es
130,"Es una visión linealista que ve a la República y las fuerzas que lo apoyaron como extremistas de un lado ""que provocaron a los del otro"", y la transición como la vuelta del agua al cauce.
Eata visión mirifica de la burguesía ""liberal"", como si no fuese parte, hay que aniquilar.",0,vision linealista ve republica fuerzas apoyaron extremistas lado provocaron transicion vuelta agua cauce eata vision mirifica burguesia liberal si parte aniquilar,es
131,"#jevesDeTuLugar y estamos en ésto, ayer recorrida por área demostrativa de un productor amigo.
Trabajo lento y esperemos contagioso para poder conservar éste patrimonio vegetal uruguayo . https://t.co/rlZjVw0K6l",0,jevesdetulugar ayer recorrida area demostrativa productor amigo trabajo lento esperemos contagioso poder conservar patrimonio vegetal uruguayo,es
133,"@juancetus @carlospagni1 El olor te espanta, entre los chorros y asesinos como los chotoclender",0,olor espanta chorros asesinos chotoclender,es
134,ven q es un pelotudo https://t.co/lk7D6tUwuc,0,ven q pelotudo,es
137,@alegnaortiz_ mi ex y yo no creo que me dure,0,ex creo dure,es
138,Que una nación haya situaciones así 🤦🏼 https://t.co/YHpXjITMYu,0,nacion situaciones asi,es
139,Que precioso ❤️‍🩹🥺 https://t.co/qLiV2KYS6i,0,precioso,es
140,@econ_climb @hernanpablo No solo comprar.. ya no te lan para importar.. ya no existe en la tarjeta.. ya no existe si compras en banco ya está.. no existe mas ese dolar oficial del q siguen hablando,0,solo comprar lan importar existe tarjeta existe si compras banco existe ma dolar oficial q siguen hablando,es
141,Sentí que me fue muy mal hoy por los nervios y traigo hartas ganas de llorar.,0,sent mal hoy nervios traigo hartas ganas llorar,es
142,"@s_ruizvelasco rolón expuesto en pericuapa en mil novecientos noventa  y feria.
Checa mi playlist de peribronx porfa
https://t.co/vFcaTwaWXy",0,rolon expuesto pericuapa mil novecientos noventa feria checa playlist peribronx porfa,es
143,Soy más del Valencia que el murciélago del escudo en este momento 🦇🦇🦇,0,ma valencia murcielago escudo momento,es
144,-Un rapidín todas las mañanas ✌🏻,0,rapidin toda manana,es
145,@narutoIover 🏃🏻‍♀️ corriendo a verla y hacerte mi review,0,corriendo verla hacerte review,es
149,"Ok ok ok, pero la canción “cantándote al oído” es de otro nivel…",0,ok ok ok cancion cantandote oido nivel,es
151,"@GenesisGC_29 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
152,"@Jumpingbubble02 ¡Es hoy! 
Wakanda será por siempre, pero la espera no. 
#PanteraNegra: Wakanda Por Siempre ya está en cines. 
Consigue tus tickets ahora 👇",0,hoy wakanda serum siempre espera panteranegra wakanda siempre cines consigue ticket ahora,es
153,"No entiendo porque siempre prefieres pelearte conmigo días antes de mi cumpleaños o el mero día, no te echaré nada en cara pero en tus cumpleaños siempre procuré que todo fuera lindísimo...",0,entiendo siempre prefieres pelearte conmigo dia cumpleanos mero dia echare cara cumpleanos siempre procure lindisimo,es
155,@ccinluv Yo quierooo,0,quierooo,es
158,"Los cubanos somos de Patria o Muerte.
#FidelPorSiempre 
#CubaPorLaVida https://t.co/lvwvWGXzq5",0,cubanos patria muerte fidelporsiempre cubaporlavida,es
159,Alguien q vaya a advertir de tini xq ya dijeron con cata q vuelven a ir x coti y julieta...  asi se unen los primos de una vez #GranHermano,0,alguien q vaya advertir tini xq dijeron cata q vuelven ir x coti julieta asi unen primo vez granhermano,es
160,"@isaidpotato @CamposDeHierva Pues ni soy trans ni quiero parir un niño así que no se a que viene semejante imbecilidad por su parte. Llegados a este punto y una vez que ha demostrado por sus propios medios ser imbécil y no merecedor de mi tiempo le dejo en una lista, a requerimiento suyo a tener lejos",0,pues trans quiero parir nino asi viene semejante imbecilidad parte llegados punto vez demostrado propios medios ser imbecil merecedor tiempo dejo lista requerimiento tener lejos,es
161,"No miento si os digo que ahora que tengo tiempo casi 0 y veo muchísimo menos Instagram, por ejemplo, soy másssss feliz y libre.
No seamos esclavos de un aparato y mucho menos de la vida  poco real y “perfecta” que hay en redessss🙃",0,miento si digo ahora tiempo casi veo muchisimo menos instagram ejemplo mass feliz libre esclavos aparato menos vida real perfecta redesss,es
162,Regresenme a mi 2016 donde era feliz en mi equipito de baile y yendo a concursos para ver quien era la mejor Academia jajaja 🫰🏻💃🏻 https://t.co/DP0RZcChLj,0,regresenme feliz equipito baile yendo concursos ver mejor academia,es
164,"No me encanta lo que está pasando con Twitter. 

Abrí una cuenta de Instagram. La idea es volver más audiovisual la información y mis comentarios. Si les interesa, aquí está el perfil:

https://t.co/AP8eumt1gt",0,encanta pasando twitter abri cuenta instagram idea volver ma audiovisual informacion comentarios si interesa aqui perfil,es
165,Cada vez creo más que Marco Reus es el Derrick Rose del fútbol y viceversa https://t.co/1kKOPy8oXp,0,cada vez creo ma marco reus derrick rise futbol viceversa,es
166,@krdxys @Panque_al_horno la mejor chismose,0,mejor chismose,es
167,@littleowl_17 @medusadollmaker Pues así se gana una suscripción,0,pues asi gana suscripcion,es
169,Me confundí de chat y envié una ss donde se ve mi twitter a un grupo de arquitectura con 511 personas 🪦,0,confundi chat envie s ve twitter grupo arquitectura persona,es
171,@MafeCarrascal Y solo cuando baja es gracias a el?,0,solo baja gracias,es
172,@alcidesmontesi @inmartel1 @BocaJrsOficial Lo único que tienen para festejar este año los 😱👻👻🤣 https://t.co/HAmEuLSzvO,0,unico festejar ano,es
173,❌Liberate de la tiranía de los cazadores @sanchezcastejon protege a los más vulnerables @PSOE @gpscongreso @JSE_ORG  retiren la enmienda de la vergüenza #MismosPerrosMismaLey https://t.co/FUYos9fKVi,0,liberate tirania cazadores protege ma vulnerables retiren enmienda verguenza mismosperrosmismaley,es
174,"@labonita_sv Todos los días sale una marrana a la calle, el que la agarre es de él; se vale repetir marrana.",0,dia sale marrana calle agarre vale repetir marrana,es
175,¿Cómo pude creer en tu falso amor?,0,pude creer falso amor,es
177,@LollipopSofi El que maneja todo eso y se las sabe hasta de más es @essex_so,0,maneja sabe ma,es
178,"Uffff Aziz entregando al ""papá"" 💪🏼💪🏼💪🏼
#DuyBeni",0,ufff aziz entregando papa duybeni,es
181,@Madridismo13EAl @Reycholosimeone Pero hijo mio no ves que todas las respuestas son diciendo que es demasiado barato?,0,hijo mio f toda respuestas diciendo demasiado barato,es
182,@BienestarYM Gracias!!,0,gracias,es
183,"@somosnativa ¿Ya no hay protocolo para las audiencias papales?
¿En qué quedó que las damas deben ir con falda y mantilla?",0,protocolo audiencias papales quedo dama deben ir falda mantilla,es
